Date,Open,High,Low,Close,Volume
2009-04-15,87.419998,87.940002,87.230003,87.5,6857000
2009-04-16,87.379997,87.449997,85.68,85.809998,21033600
2009-04-17,85.75,86.370003,84.919998,85.220001,22332700
2009-04-20,86.029999,87.339996,86,86.949997,12674400
2009-04-21,87.849998,87.879997,86.330002,86.889999,10655900
2009-04-22,87.029999,87.82,86.800003,87.379997,10085900
2009-04-23,87.709999,89.370003,87.620003,88.800003,16621000
2009-04-24,89.099998,89.839996,88.830002,89.720001,11425800
2009-04-27,89.330002,89.790001,88.940002,89.010002,7147600
2009-04-28,87.330002,87.949997,87.110001,87.75,8570100
2009-04-29,88.309998,88.779999,87.669998,88.330002,8098300
2009-04-30,86.830002,87.779999,86.540001,87.269997,9713800
2009-05-01,86.75,87.489998,86.690002,86.949997,6122400
2009-05-04,87.550003,89.18,87.550003,88.639999,10813100
2009-05-05,89.709999,89.730003,87.879997,88.25,9953800
2009-05-06,89.459999,89.690002,88.839996,89.540001,11334900
2009-05-07,90.129997,90.300003,89.239998,89.440002,14808900
2009-05-08,89.709999,90.089996,88.910004,89.980003,10939800
2009-05-11,89.639999,90.010002,89.5,89.690002,12211600
2009-05-12,90.400002,90.839996,89.949997,90.699997,15764900
2009-05-13,90.440002,91.5,90.309998,91.089996,17445900
2009-05-14,90.900002,91.260002,90.699997,91.029999,8023400
2009-05-15,91.150002,91.809998,91.099998,91.550003,11705800
2009-05-18,91.529999,91.57,90.139999,90.360001,17353900
2009-05-19,90.639999,91.349998,90.57,90.959999,9630300
2009-05-20,91.540001,92.440002,91.519997,92.25,18272500
2009-05-21,92.349998,93.860001,91.93,93.849998,21830200
2009-05-22,94.25,94.419998,93.800003,94.150002,15407200
2009-05-26,92.949997,93.839996,92.849998,93.760002,12356100
2009-05-27,93.730003,94.279999,93.099998,93.449997,13688100
2009-05-28,94.139999,94.830002,93.800003,94.239998,14973200
2009-05-29,95.699997,96.349998,95.580002,96.199997,18137800
2009-06-01,96.470001,96.760002,95.629997,95.730003,17921200
2009-06-02,96.190002,96.970001,96.099998,96.360001,14532700
2009-06-03,95.900002,96.209999,94.309998,94.410004,18204700
2009-06-04,95.239998,96.489998,95.199997,96.230003,13629500
2009-06-05,94.239998,94.790001,93.57,93.709999,18600800
2009-06-08,93.260002,93.699997,92.580002,93.559998,11551100
2009-06-09,94.269997,94.389999,93.440002,93.830002,9477700
2009-06-10,94.5,94.529999,92.900002,93.860001,14441800
2009-06-11,93.129997,94.529999,93,93.699997,14777600
2009-06-12,92.410004,92.760002,92,92.169998,13809400
2009-06-15,91.900002,91.900002,90.900002,91.099998,13116700
2009-06-16,91.870003,92.120003,91.349998,91.93,9834200
2009-06-17,91.610001,92.389999,90.150002,92.349998,12130100
2009-06-18,92.239998,92.5,91.300003,91.610001,16239200
2009-06-19,91.809998,92.230003,91.580002,91.900002,11812300
2009-06-22,90.410004,90.639999,90.129997,90.540001,12956300
2009-06-23,90.660004,91.029999,89.949997,90.919998,11958500
2009-06-24,92.089996,92.330002,91.040001,91.449997,12113800
2009-06-25,92.120003,92.330002,91.720001,92.309998,11444800
2009-06-26,92.809998,92.93,91.93,92.290001,10418500
2009-06-29,92.32,92.400002,91.709999,92.040001,6528700
2009-06-30,91.849998,91.959999,90.529999,91.18,24189500
2009-07-01,92.309998,93,92,92.389999,10743200
2009-07-02,91.470001,91.580002,91.080002,91.25,7365200
2009-07-06,90.480003,90.93,90.360001,90.760002,6286200
2009-07-07,90.889999,91.379997,90.5,90.709999,7690200
2009-07-08,90.110001,91.040001,88.82,89.269997,21958200
2009-07-09,89.629997,90.260002,89.330002,89.510002,13688100
2009-07-10,89.300003,89.769997,89.160004,89.580002,5040100
2009-07-13,89.449997,90.690002,89.099998,90.190002,8809500
2009-07-14,90.860001,91.110001,90.589996,90.809998,5720900
2009-07-15,92.169998,92.519997,92.029999,92.239998,9863800
2009-07-16,92,92.120003,91.550003,91.980003,4604600
2009-07-17,92.150002,92.300003,91.839996,91.93,8748400
2009-07-20,93.610001,93.800003,92.910004,93.279999,13172100
2009-07-21,93.519997,93.529999,92.690002,93.129997,9343800
2009-07-22,92.82,93.82,92.730003,93.440002,10241300
2009-07-23,93.199997,94,93.110001,93.260002,9763900
2009-07-24,93.480003,93.709999,93.330002,93.410004,4734000
2009-07-27,93.900002,93.949997,93.360001,93.709999,5167300
2009-07-28,92.739998,92.82,91.650002,92.110001,10881200
2009-07-29,91.669998,91.75,90.809998,91.199997,9676100
2009-07-30,91.550003,92,91.440002,91.620003,6246700
2009-07-31,91.860001,94.029999,91.830002,93.349998,14385900
2009-08-03,94.139999,94.489998,93.650002,93.870003,10007600
2009-08-04,94.18,95.25,93.989998,94.68,11548600
2009-08-05,94.879997,95.050003,94.010002,94.779999,8987000
2009-08-06,95.010002,95.190002,93.760002,94.599998,13661000
2009-08-07,94.32,94.639999,93.599998,93.75,8042000
2009-08-10,92.910004,93.139999,92.599998,92.93,6420500
2009-08-11,92.68,92.970001,92.410004,92.790001,5029900
2009-08-12,92.599998,93.489998,92.470001,92.949997,7906400
2009-08-13,93.849998,94.050003,93.449997,93.720001,6756000
2009-08-14,93.839996,93.910004,92.400002,93,6189400
2009-08-17,91.489998,91.860001,91.279999,91.610001,6830800
2009-08-18,91.809998,92.199997,91.760002,92.059998,4354600
2009-08-19,91.68,92.779999,91.660004,92.529999,7119800
2009-08-20,92.309998,92.550003,92.120003,92.269997,3973000
2009-08-21,93.629997,93.800003,93.400002,93.650002,7285300
2009-08-24,93.639999,93.699997,91.639999,92.339996,8548000
2009-08-25,93.400002,93.459999,92.489998,92.760002,8280500
2009-08-26,92.669998,92.849998,92.209999,92.790001,5224300
2009-08-27,92.800003,93.309998,92.379997,93.190002,6870300
2009-08-28,94.07,94.150002,93.629997,93.870003,6757700
2009-08-31,93.139999,93.5,92.919998,93.400002,4952900
2009-09-01,93.410004,93.959999,93.059998,93.900002,8002400
2009-09-02,94.699997,96.260002,94.57,96.190002,27673700
2009-09-03,96.519997,97.940002,96.199997,97.459999,26443600
2009-09-04,97.139999,97.830002,96,97.529999,14911000
2009-09-08,98.57,98.639999,97.389999,97.43,22938800
2009-09-09,97.980003,98.360001,96.849998,97.080002,20439900
2009-09-10,97.029999,98.029999,96.879997,97.699997,12249000
2009-09-11,98.959999,99.330002,98.269997,98.779999,19499400
2009-09-14,98.160004,98.43,97.730003,97.959999,9631500
2009-09-15,97.75,99.099998,97.559998,98.900002,16247000
2009-09-16,100.010002,100.019997,99.5,99.910004,16588200
2009-09-17,99.660004,100.080002,99.040001,99.339996,12493600
2009-09-18,99.730003,99.870003,98.669998,98.669998,13937800
2009-09-21,97.949997,98.620003,97.730003,98.360001,11113200
2009-09-22,99.839996,99.839996,99.370003,99.669998,10879500
2009-09-23,99.160004,99.889999,98.68,98.830002,14688000
2009-09-24,99.360001,99.440002,97.139999,97.550003,23350200
2009-09-25,97.07,97.5,96.769997,97,10724500
2009-09-28,97.209999,97.809998,97,97.050003,7791200
2009-09-29,97.190002,97.730003,96.949997,97.43,9262100
2009-09-30,98.309998,99.059998,97.559998,98.849998,18664200
2009-10-01,98.839996,98.860001,97.879997,97.889999,11049400
2009-10-02,97.839996,98.860001,97.739998,98.370003,10475800
2009-10-05,98.480003,99.839996,98.360001,99.82,11709400
2009-10-06,101.330002,102.419998,100.540001,102.279999,33537500
2009-10-07,102.290001,102.519997,101.830002,102.360001,16194200
2009-10-08,102.620003,104.150002,102.300003,103.639999,24250200
2009-10-09,103.059998,103.25,102.370003,102.839996,15177500
2009-10-12,103.389999,103.919998,103.220001,103.559998,9179000
2009-10-13,103.699997,104.5,103.459999,104.260002,17358800
2009-10-14,104.290001,104.699997,103.760002,104.18,17871100
2009-10-15,103.269997,103.949997,102.599998,102.860001,15781300
2009-10-16,102.699997,103.68,102.529999,103.18,14320600
2009-10-19,103.160004,104.260002,102.75,104.230003,13936600
2009-10-20,104.339996,104.349998,102.790001,103.419998,18250000
2009-10-21,103.379997,104.459999,103.239998,103.75,16004800
2009-10-22,103.459999,104.089996,103.099998,103.919998,11575600
2009-10-23,104.5,104.580002,102.959999,103.489998,11423000
