,sentiment,totalScores,positive,negative
2018-08-14 00:00:00,-0.00013646055437100213,2814,0.7,0.3
2018-08-15 00:00:00,0.009231041507512097,3927,0.71,0.29
2018-08-16 00:00:00,0.01915025245025245,3367,0.73,0.27
2018-08-17 00:00:00,0.03665687128712871,2525,0.75,0.25
2018-08-18 00:00:00,-0.012958378378378379,370,0.75,0.25
2018-08-19 00:00:00,0.03466762402088773,383,0.79,0.21
2018-08-20 00:00:00,0.04426923076923077,2054,0.75,0.25
2018-08-21 00:00:00,0.04630322432058959,4342,0.74,0.26
2018-08-22 00:00:00,0.027069827801347642,4007,0.74,0.26
2018-08-23 00:00:00,0.03076403641881639,3295,0.74,0.26
2018-08-24 00:00:00,0.0666501406469761,2844,0.75,0.25
2018-08-25 00:00:00,0.05032768273716952,643,0.77,0.23
2018-08-26 00:00:00,0.05990816666666666,600,0.83,0.17
2018-08-27 00:00:00,0.030785190359762488,2863,0.75,0.25
2018-08-28 00:00:00,0.015097582417582418,2730,0.71,0.29
2018-08-29 00:00:00,0.04675965817478233,3101,0.75,0.25
2018-08-30 00:00:00,-0.021182524032536357,4057,0.69,0.31
2018-08-31 00:00:00,-0.00038815361890694243,3385,0.73,0.27
2018-09-01 00:00:00,-0.04069938144329897,485,0.75,0.25
2018-09-02 00:00:00,-0.018476875,480,0.73,0.27
2018-09-03 00:00:00,-0.007565684830633285,679,0.76,0.24
2018-09-04 00:00:00,-0.007943246110325318,2828,0.7,0.3
2018-09-05 00:00:00,-0.016776421282798833,2744,0.71,0.29
2018-09-06 00:00:00,0.033056377799415775,3081,0.75,0.25
2018-09-07 00:00:00,0.005244792899408284,3380,0.73,0.27
2018-09-08 00:00:00,-0.013575659229208925,493,0.77,0.23
2018-09-09 00:00:00,-0.012468431771894094,491,0.79,0.21
2018-09-10 00:00:00,-0.008934686971235195,2364,0.72,0.28
2018-09-11 00:00:00,0.032512677135197246,2611,0.74,0.26
2018-09-12 00:00:00,0.028904642233856897,2865,0.75,0.25
2018-09-13 00:00:00,0.0021474568362109194,2143,0.72,0.28
2018-09-14 00:00:00,0.03723329452852153,2577,0.74,0.26
2018-09-15 00:00:00,-0.003360869565217391,506,0.78,0.22
2018-09-16 00:00:00,-0.03349853801169591,684,0.75,0.25
2018-09-17 00:00:00,-0.016880340940335442,3637,0.74,0.26
2018-09-18 00:00:00,0.01428584827586207,3625,0.74,0.26
2018-09-19 00:00:00,0.010246403385049365,2127,0.73,0.27
2018-09-20 00:00:00,0.027345771144278604,2814,0.74,0.26
2018-09-21 00:00:00,-0.020583576956147893,2326,0.73,0.27
2018-09-22 00:00:00,-0.03890710280373832,535,0.75,0.25
2018-09-23 00:00:00,-0.051940234375,512,0.72,0.28
2018-09-24 00:00:00,0.011621901757548446,2219,0.74,0.26
2018-09-25 00:00:00,0.030549816465652857,1907,0.75,0.25
2018-09-26 00:00:00,-0.006900648148148148,3240,0.74,0.26
2018-09-27 00:00:00,-0.004438464337700145,2748,0.75,0.25
2018-09-28 00:00:00,-0.022104592314901594,2134,0.74,0.26
2018-09-29 00:00:00,0.029257411764705882,425,0.81,0.19
2018-09-30 00:00:00,-0.007000604838709678,496,0.8,0.2
2018-10-01 00:00:00,0.0014410794602698652,2668,0.75,0.25
2018-10-02 00:00:00,-0.006783016241299304,2155,0.72,0.28
2018-10-03 00:00:00,-0.0040013756209400075,2617,0.71,0.29
2018-10-04 00:00:00,0.0073606045081967214,3904,0.71,0.29
2018-10-05 00:00:00,0.009133760802899358,3587,0.72,0.28
2018-10-06 00:00:00,-0.004591651865008881,563,0.76,0.24
2018-10-07 00:00:00,-0.0018917613636363637,704,0.74,0.26
2018-10-08 00:00:00,0.015320713867758923,3418,0.71,0.29
2018-10-09 00:00:00,0.026315843489416294,3118,0.74,0.26
2018-10-10 00:00:00,-0.01598939393939394,7194,0.72,0.28
2018-10-11 00:00:00,-0.01713923611111111,8352,0.71,0.29
2018-10-12 00:00:00,0.025445317064787767,5819,0.72,0.28
2018-10-13 00:00:00,0.03757657992565056,538,0.74,0.26
2018-10-14 00:00:00,-0.015410237068965518,928,0.75,0.25
2018-10-15 00:00:00,0.02270332395806699,3911,0.74,0.26
2018-10-16 00:00:00,0.03504507821901324,4155,0.72,0.28
2018-10-17 00:00:00,0.034423833333333334,3600,0.74,0.26
2018-10-18 00:00:00,-0.005092247367241766,4463,0.71,0.29
2018-10-19 00:00:00,0.008829924884904288,4127,0.73,0.27
2018-10-20 00:00:00,-0.03977196581196581,585,0.71,0.29
2018-10-21 00:00:00,-0.06450876404494382,890,0.7,0.3
2018-10-22 00:00:00,0.01732620655163791,3999,0.72,0.28
2018-10-23 00:00:00,0.0031225134196400375,6334,0.72,0.28
2018-10-24 00:00:00,-0.012391562740569668,6495,0.71,0.29
2018-10-25 00:00:00,0.017623292402148886,5212,0.7,0.3
2018-10-26 00:00:00,-1.7912291537986414e-05,6476,0.72,0.28
2018-10-27 00:00:00,0.03458071693448702,809,0.78,0.22
2018-10-28 00:00:00,0.014716370106761566,1124,0.76,0.24
2018-10-29 00:00:00,-0.02894700460829493,5425,0.7,0.3
2018-10-30 00:00:00,-0.00035146900752418487,5582,0.71,0.29
2018-10-31 00:00:00,-9.592571536858063e-05,5277,0.71,0.29
2018-11-01 00:00:00,-0.0022988705123033483,4958,0.73,0.27
2018-11-02 00:00:00,-0.02321719173200285,7015,0.73,0.27
2018-11-03 00:00:00,-0.013087111111111112,675,0.77,0.23
2018-11-04 00:00:00,-0.0244719800747198,803,0.77,0.23
2018-11-05 00:00:00,0.002381601085481682,3685,0.73,0.27
2018-11-06 00:00:00,-0.014871502456684768,3867,0.74,0.26
2018-11-07 00:00:00,0.017273699038780246,6034,0.77,0.23
2018-11-08 00:00:00,0.008136647121535182,3752,0.73,0.27
2018-11-09 00:00:00,-0.0176095126400834,3837,0.72,0.28
2018-11-10 00:00:00,0.01320891472868217,516,0.76,0.24
2018-11-11 00:00:00,-0.018443636363636363,550,0.76,0.24
2018-11-12 00:00:00,-0.011140673860383175,4541,0.71,0.29
2018-11-13 00:00:00,-0.018539663558978518,4934,0.71,0.29
2018-11-14 00:00:00,-0.00434587839035632,5641,0.71,0.29
2018-11-15 00:00:00,0.01554406779661017,5664,0.72,0.28
2018-11-16 00:00:00,-0.012624126113776559,4377,0.71,0.29
2018-11-17 00:00:00,-0.04956581956797967,787,0.73,0.27
2018-11-18 00:00:00,-0.05337402135231317,843,0.72,0.28
2018-11-19 00:00:00,-0.04582126276694522,4308,0.68,0.32
2018-11-20 00:00:00,-0.01782328881469115,5990,0.7,0.3
2018-11-21 00:00:00,0.001483242603550296,4225,0.71,0.29
2018-11-22 00:00:00,-0.04590846968238691,1039,0.72,0.28
2018-11-23 00:00:00,-0.054764963833634724,2212,0.69,0.31
2018-11-24 00:00:00,-0.07331266912669127,813,0.71,0.29
2018-11-25 00:00:00,-0.05151701520912548,1052,0.73,0.27
2018-11-26 00:00:00,-0.0034775674993691645,3963,0.7,0.3
2018-11-27 00:00:00,0.02713009708737864,3914,0.75,0.25
2018-11-28 00:00:00,0.035213979933110366,4485,0.75,0.25
2018-11-29 00:00:00,-0.0080358687546607,4023,0.72,0.28
2018-11-30 00:00:00,0.0010782583949914628,3514,0.75,0.25
2018-12-01 00:00:00,-0.004952464788732395,1704,0.8,0.2
2018-12-02 00:00:00,-0.0007555732484076434,3140,0.74,0.26
2018-12-03 00:00:00,-0.02973357215967247,4885,0.68,0.32
2018-12-04 00:00:00,-0.04872781265908706,5893,0.7,0.3
2018-12-05 00:00:00,-0.029235379701916253,2818,0.75,0.25
2018-12-06 00:00:00,0.005563750778816199,8025,0.72,0.28
2018-12-07 00:00:00,-0.011936267197082712,6033,0.72,0.28
2018-12-08 00:00:00,-0.022784121621621623,1184,0.73,0.27
2018-12-09 00:00:00,-0.04303809523809524,1533,0.71,0.29
2018-12-10 00:00:00,0.006042983870967742,6200,0.71,0.29
2018-12-11 00:00:00,-0.005132229719127569,6373,0.73,0.27
2018-12-12 00:00:00,0.012692061438965238,6185,0.73,0.27
2018-12-13 00:00:00,-0.02044294761082326,5211,0.71,0.29
2018-12-14 00:00:00,-0.03523526073619632,6520,0.69,0.31
2018-12-15 00:00:00,-0.034013605442176874,1176,0.72,0.28
2018-12-16 00:00:00,-0.03268795345653662,1461,0.72,0.28
2018-12-17 00:00:00,-0.014715283122594833,7276,0.71,0.29
2018-12-18 00:00:00,-0.013695535582731693,6787,0.71,0.29
2018-12-19 00:00:00,-0.010934441260744986,8725,0.73,0.27
2018-12-20 00:00:00,-0.030752182143232727,9509,0.69,0.31
2018-12-21 00:00:00,-0.0488489878101872,9188,0.69,0.31
2018-12-22 00:00:00,-0.03686508011310085,2122,0.73,0.27
2018-12-23 00:00:00,-0.03820488301119023,1966,0.7,0.3
2018-12-24 00:00:00,-0.04860136403453885,7991,0.68,0.32
2018-12-25 00:00:00,-0.034370308590492074,2398,0.7,0.3
2018-12-26 00:00:00,0.01837549239297087,8479,0.7,0.3
2018-12-27 00:00:00,0.01706666274001649,8489,0.72,0.28
2018-12-28 00:00:00,0.017653791783242525,6791,0.72,0.28
2018-12-29 00:00:00,-0.017682978723404255,1081,0.75,0.25
2018-12-30 00:00:00,-0.0012831442463533225,1234,0.75,0.25
2018-12-31 00:00:00,0.002605460060667341,4945,0.73,0.27
2019-01-01 00:00:00,-0.004144859813084112,1070,0.76,0.24
2019-01-02 00:00:00,-0.03937422314656227,8174,0.7,0.3
2019-01-03 00:00:00,-0.019956063977746873,7190,0.71,0.29
2019-01-04 00:00:00,-0.0003522395209580838,8350,0.73,0.27
2019-01-05 00:00:00,0.010415397489539749,1195,0.76,0.24
2019-01-06 00:00:00,-0.025554713804713806,1188,0.76,0.24
2019-01-07 00:00:00,-0.018844763332619405,4669,0.71,0.29
2019-01-08 00:00:00,-0.003064604481900019,5221,0.72,0.28
2019-01-09 00:00:00,-0.022167016332492365,7531,0.73,0.27
2019-01-10 00:00:00,-0.014234571512138052,6838,0.71,0.29
2019-01-11 00:00:00,-0.015711390079608083,4899,0.7,0.3
2019-01-12 00:00:00,-0.053475714285714286,980,0.73,0.27
2019-01-13 00:00:00,-0.03844559777571826,1079,0.75,0.25
2019-01-14 00:00:00,-0.032726890034364256,4656,0.7,0.3
2019-01-15 00:00:00,0.01756078524876808,6291,0.73,0.27
2019-01-16 00:00:00,-0.006622544453852667,4724,0.72,0.28
2019-01-17 00:00:00,-0.03064113528009535,6712,0.71,0.29
2019-01-18 00:00:00,0.022646636845593107,6036,0.73,0.27
2019-01-19 00:00:00,-0.04050254975124378,1608,0.75,0.25
2019-01-20 00:00:00,-0.04544280639431616,1126,0.73,0.27
2019-01-21 00:00:00,-0.001725,1912,0.76,0.24
2019-01-22 00:00:00,-0.021240053006460164,6037,0.71,0.29
2019-01-23 00:00:00,0.0040927150084317035,5930,0.73,0.27
2019-01-24 00:00:00,-0.023611925795053,5660,0.72,0.28
2019-01-25 00:00:00,0.0005003361815380305,7139,0.75,0.25
2019-01-26 00:00:00,-0.008681692732290709,1087,0.76,0.24
2019-01-27 00:00:00,-0.013067021276595744,1128,0.76,0.24
2019-01-28 00:00:00,-0.017784990378447725,4677,0.72,0.28
2019-01-29 00:00:00,-0.038083238312428734,4385,0.71,0.29
2019-01-30 00:00:00,0.007952314814814815,5184,0.74,0.26
2019-01-31 00:00:00,0.026137592778335002,4985,0.74,0.26
2019-02-01 00:00:00,-0.00636240198101527,4846,0.72,0.28
2019-02-02 00:00:00,-0.04993029490616622,746,0.74,0.26
2019-02-03 00:00:00,-0.03386991368680641,811,0.77,0.23
2019-02-04 00:00:00,0.002019202678027998,3286,0.74,0.26
2019-02-05 00:00:00,0.0036980169971671385,4236,0.73,0.27
2019-02-06 00:00:00,0.025146997776130466,5396,0.78,0.22
2019-02-07 00:00:00,-0.04184424265842349,5176,0.7,0.3
2019-02-08 00:00:00,-0.03196206369982548,4584,0.7,0.3
2019-02-09 00:00:00,-0.011487871287128712,808,0.76,0.24
2019-02-10 00:00:00,-0.035133222958057396,906,0.75,0.25
2019-02-11 00:00:00,-0.023141019144144143,3552,0.74,0.26
2019-02-12 00:00:00,0.0016595744680851063,188,0.7,0.3
2019-02-13 00:00:00,-0.0072731583403895005,3543,0.72,0.28
2019-02-14 00:00:00,-0.016133656138259834,6712,0.73,0.27
2019-02-15 00:00:00,-0.0010191165270373192,5252,0.74,0.26
2019-02-16 00:00:00,-0.02136329233680227,1057,0.74,0.26
2019-02-17 00:00:00,-0.03127818991097923,1348,0.74,0.26
2019-02-18 00:00:00,0.0005804169298799747,1583,0.76,0.24
2019-02-19 00:00:00,0.0039005375030539947,4093,0.72,0.28
2019-02-20 00:00:00,0.027774703557312253,3289,0.76,0.24
2019-02-21 00:00:00,-0.02357935470696345,4897,0.71,0.29
2019-02-22 00:00:00,-0.0016295267718284827,4501,0.74,0.26
2019-02-23 00:00:00,0.013971281464530893,874,0.76,0.24
2019-02-24 00:00:00,-0.013283592400690847,2316,0.73,0.27
2019-02-25 00:00:00,-0.03761528313375279,4927,0.69,0.31
2019-02-26 00:00:00,-0.02937688994184794,4643,0.72,0.28
2019-02-27 00:00:00,-0.03735518565941101,4686,0.71,0.29
2019-02-28 00:00:00,-0.02949416,5000,0.72,0.28
2019-03-01 00:00:00,-0.005469705029013539,4136,0.72,0.28
2019-03-02 00:00:00,0.0006192462987886945,743,0.77,0.23
2019-03-03 00:00:00,0.00029799818016378526,2198,0.75,0.25
2019-03-04 00:00:00,-0.01489375860318004,163457,0.29,0.71
2019-03-05 00:00:00,-0.01154071038251366,4392,0.72,0.28
2019-03-06 00:00:00,-0.0375893899204244,4524,0.68,0.32
2019-03-07 00:00:00,-0.026334448669201524,5260,0.7,0.3
2019-03-08 00:00:00,-0.009273810363059569,5674,0.7,0.3
2019-03-09 00:00:00,-0.04640740259740259,770,0.73,0.27
2019-03-10 00:00:00,-0.04639070609535305,1657,0.72,0.28
2019-03-11 00:00:00,-0.012463905466698497,4189,0.71,0.29
2019-03-12 00:00:00,-0.01700757327080891,4265,0.71,0.29
2019-03-13 00:00:00,0.01807635054021609,4998,0.72,0.28
2019-03-14 00:00:00,-0.023450889790821106,3203,0.7,0.3
2019-03-15 00:00:00,0.003746929054900978,3989,0.72,0.28
2019-03-16 00:00:00,-0.02394717868338558,638,0.75,0.25
2019-03-17 00:00:00,0.012310442144873002,1063,0.77,0.23
2019-03-18 00:00:00,0.005832504145936982,3618,0.72,0.28
2019-03-19 00:00:00,-0.0013760402287517255,5071,0.71,0.29
2019-03-20 00:00:00,-0.022813319672131148,6344,0.72,0.28
2019-03-21 00:00:00,0.008475256064690026,5565,0.71,0.29
2019-03-22 00:00:00,-0.016364106819553408,6628,0.7,0.3
2019-03-23 00:00:00,-0.017212488350419386,1073,0.76,0.24
2019-03-24 00:00:00,-0.021190201805629316,3766,0.73,0.27
2019-03-25 00:00:00,-0.0033589675576412973,4901,0.72,0.28
2019-03-26 00:00:00,-0.01695586353944563,4690,0.71,0.29
2019-03-27 00:00:00,-0.019510417450169237,5318,0.72,0.28
2019-03-28 00:00:00,0.011749359215981907,5306,0.74,0.26
2019-03-29 00:00:00,0.0006187598292518536,4451,0.74,0.26
2019-03-30 00:00:00,0.046009833795013846,722,0.82,0.18
2019-03-31 00:00:00,0.011605792682926828,1968,0.74,0.26
2019-04-01 00:00:00,-0.008072184476014,4857,0.7,0.3
2019-04-02 00:00:00,-0.0018421930168693607,5098,0.72,0.28
2019-04-03 00:00:00,0.012764744169227987,5531,0.72,0.28
2019-04-04 00:00:00,0.009637212049616067,5079,0.75,0.25
2019-04-05 00:00:00,0.018912074303405572,3876,0.72,0.28
2019-04-06 00:00:00,0.017992182890855458,678,0.76,0.24
2019-04-07 00:00:00,-0.0015592871830020561,1459,0.73,0.27
2019-04-08 00:00:00,0.0025873297002724795,3670,0.72,0.28
2019-04-09 00:00:00,-0.005400618784530386,4525,0.71,0.29
2019-04-10 00:00:00,0.01714921375921376,4070,0.76,0.24
2019-04-11 00:00:00,0.000757085020242915,2470,0.73,0.27
2019-04-12 00:00:00,0.044128204353083435,3308,0.74,0.26
2019-04-13 00:00:00,0.027832267441860462,688,0.77,0.23
2019-04-14 00:00:00,0.025360154241645245,1167,0.79,0.21
2019-04-15 00:00:00,0.02365167085878548,2783,0.75,0.25
2019-04-16 00:00:00,0.028512739383846793,3603,0.74,0.26
2019-04-17 00:00:00,-0.003008899637243047,4135,0.72,0.28
2019-04-18 00:00:00,0.016402950364456787,2881,0.75,0.25
2019-04-19 00:00:00,-0.01530357698289269,643,0.8,0.2
2019-04-20 00:00:00,0.07628239795918368,392,0.84,0.16
2019-04-21 00:00:00,-0.0062276546091015175,857,0.76,0.24
2019-04-22 00:00:00,0.014562278978388998,2545,0.75,0.25
2019-04-23 00:00:00,0.0517614406779661,4248,0.75,0.25
2019-04-24 00:00:00,0.020567347645429362,2888,0.73,0.27
2019-04-25 00:00:00,-0.0037227985524728585,3316,0.72,0.28
2019-04-26 00:00:00,0.02971719602181585,3117,0.75,0.25
2019-04-27 00:00:00,0.022932432432432433,518,0.79,0.21
2019-04-28 00:00:00,0.014410774818401936,826,0.78,0.22
2019-04-29 00:00:00,0.006372350707628581,2897,0.72,0.28
2019-04-30 00:00:00,0.01935106842737095,4165,0.74,0.26
2019-05-01 00:00:00,-0.011003639212954901,5743,0.73,0.27
2019-05-02 00:00:00,0.0019971672661870505,4448,0.71,0.29
2019-05-03 00:00:00,0.02697161735133582,3481,0.74,0.26
2019-05-04 00:00:00,0.006326507713884992,713,0.78,0.22
2019-05-05 00:00:00,-0.027662061155152885,5298,0.74,0.26
2019-05-06 00:00:00,-0.0088443746729461,7644,0.72,0.28
2019-05-07 00:00:00,-0.0013569631861653348,7633,0.72,0.28
2019-05-08 00:00:00,-0.0009178361097089013,5943,0.75,0.25
2019-05-09 00:00:00,0.0043537767903816,7652,0.77,0.23
2019-05-10 00:00:00,0.00026591042154566747,6832,0.75,0.25
2019-05-11 00:00:00,0.007862087912087912,1092,0.79,0.21
2019-05-12 00:00:00,-0.0304292759295499,2555,0.73,0.27
2019-05-13 00:00:00,0.0005397751443330295,6582,0.74,0.26
2019-05-14 00:00:00,0.012126803885291398,4324,0.73,0.27
2019-05-15 00:00:00,-0.01694596586501164,5156,0.71,0.29
2019-05-16 00:00:00,0.0089459390272283,4297,0.71,0.29
2019-05-17 00:00:00,-0.024346036456125476,4718,0.72,0.28
2019-05-18 00:00:00,0.0020955725190839694,655,0.78,0.22
2019-05-19 00:00:00,-0.00715838961038961,1925,0.74,0.26
2019-05-20 00:00:00,-0.03143889034284219,3821,0.71,0.29
2019-05-21 00:00:00,0.009579574205492132,3241,0.74,0.26
2019-05-22 00:00:00,-0.0165043507817811,4413,0.73,0.27
2019-05-23 00:00:00,-0.005110987791342952,5406,0.71,0.29
2019-05-24 00:00:00,-0.009493729003359463,2679,0.71,0.29
2019-05-25 00:00:00,-0.028623051948051946,616,0.77,0.23
2019-05-26 00:00:00,-0.04287907444668008,994,0.72,0.28
2019-05-27 00:00:00,-0.005702453102453102,1386,0.76,0.24
2019-05-28 00:00:00,-0.06079044193216855,3892,0.68,0.32
2019-05-29 00:00:00,0.00046829913964262075,4533,0.71,0.29
2019-05-30 00:00:00,-0.03769609840476648,5203,0.73,0.27
2019-05-31 00:00:00,-0.013315620802149299,5211,0.71,0.29
2019-06-01 00:00:00,-0.045451628895184136,1412,0.75,0.25
2019-06-02 00:00:00,0.013573584905660378,2120,0.76,0.24
2019-06-03 00:00:00,-0.024276986951364175,3372,0.7,0.3
2019-06-04 00:00:00,0.01606430092264017,5636,0.71,0.29
2019-06-05 00:00:00,-0.012702060125133526,6553,0.7,0.3
2019-06-06 00:00:00,-0.00011631909293379226,4939,0.72,0.28
2019-06-07 00:00:00,0.02224824644549763,6330,0.72,0.28
2019-06-08 00:00:00,0.014336156862745099,1275,0.76,0.24
2019-06-09 00:00:00,0.012774138723013322,2177,0.74,0.26
2019-06-10 00:00:00,-0.0005610511496949789,4262,0.72,0.28
2019-06-11 00:00:00,-0.015277479959919838,3992,0.7,0.3
2019-06-12 00:00:00,-0.02877315582714972,4582,0.7,0.3
2019-06-13 00:00:00,-0.017894313011828936,4396,0.71,0.29
2019-06-14 00:00:00,0.004956973007712083,3112,0.73,0.27
2019-06-15 00:00:00,0.028592105263157898,646,0.8,0.2
2019-06-16 00:00:00,-0.0014472937000887312,1127,0.79,0.21
2019-06-17 00:00:00,0.01780355648535565,2868,0.74,0.26
2019-06-18 00:00:00,-0.0034309222797927466,4825,0.73,0.27
2019-06-19 00:00:00,0.03297662290299051,5484,0.77,0.23
2019-06-20 00:00:00,0.032954650754650754,5698,0.74,0.26
2019-06-21 00:00:00,0.010107161257083977,3882,0.73,0.27
2019-06-22 00:00:00,0.02764160475482912,673,0.79,0.21
2019-06-23 00:00:00,0.03426107784431137,1336,0.78,0.22
2019-06-24 00:00:00,0.013719356725146199,3420,0.74,0.26
2019-06-25 00:00:00,0.0002824744463373084,4696,0.73,0.27
2019-06-26 00:00:00,-0.02436117381489842,4430,0.73,0.27
2019-06-27 00:00:00,0.0029288236697685515,4191,0.78,0.22
2019-06-28 00:00:00,0.021655917571707047,3591,0.77,0.23
2019-06-29 00:00:00,0.029194669509594883,2345,0.78,0.22
2019-06-30 00:00:00,0.002397521865889213,2744,0.74,0.26
2019-07-01 00:00:00,0.01680069427819009,4177,0.72,0.28
2019-07-02 00:00:00,0.0016673016701461377,3832,0.74,0.26
2019-07-03 00:00:00,0.04879534808067665,3074,0.75,0.25
2019-07-04 00:00:00,0.030178231292517007,1029,0.78,0.22
2019-07-05 00:00:00,0.02632359070264494,3743,0.72,0.28
2019-07-06 00:00:00,0.0005219224283305227,593,0.77,0.23
2019-07-07 00:00:00,-0.0358387797311272,1934,0.71,0.29
2019-07-08 00:00:00,-0.002723792994635532,3169,0.72,0.28
2019-07-09 00:00:00,0.04877743145743146,3465,0.77,0.23
2019-07-10 00:00:00,0.04278556989247312,4650,0.76,0.24
2019-07-11 00:00:00,0.059950456053068,4824,0.76,0.24
2019-07-12 00:00:00,0.03359208234362629,3789,0.75,0.25
2019-07-13 00:00:00,0.022807519999999998,625,0.79,0.21
2019-07-14 00:00:00,0.005747533333333333,1500,0.76,0.24
2019-07-15 00:00:00,0.045992775814683945,2547,0.76,0.24
2019-07-16 00:00:00,0.009457886044591248,3633,0.73,0.27
2019-07-17 00:00:00,-0.022397312703583062,3684,0.7,0.3
2019-07-18 00:00:00,0.03966040353089533,3965,0.75,0.25
2019-07-19 00:00:00,-0.018221890678637442,3787,0.72,0.28
2019-07-20 00:00:00,0.01715275229357798,654,0.78,0.22
2019-07-21 00:00:00,0.025056080489938758,1143,0.78,0.22
2019-07-22 00:00:00,0.02268690344062153,2703,0.75,0.25
2019-07-23 00:00:00,0.041996603773584905,2915,0.76,0.24
2019-07-24 00:00:00,0.029729415057374756,3573,0.75,0.25
2019-07-25 00:00:00,0.028067877344447753,3359,0.75,0.25
2019-07-26 00:00:00,0.03623242310106717,3186,0.76,0.24
2019-07-27 00:00:00,0.0405362480127186,629,0.81,0.19
2019-07-28 00:00:00,-0.012319533527696793,1029,0.77,0.23
2019-07-29 00:00:00,0.026789986708019495,2257,0.75,0.25
2019-07-30 00:00:00,0.03056890708839311,3541,0.77,0.23
2019-07-31 00:00:00,-0.011277908990710125,6351,0.75,0.25
2019-08-01 00:00:00,-0.012191845439718981,7971,0.74,0.26
2019-08-02 00:00:00,0.017730539632338407,5059,0.74,0.26
2019-08-03 00:00:00,-0.040277218225419666,834,0.73,0.27
2019-08-04 00:00:00,0.00024241367282874083,2867,0.75,0.25
2019-08-05 00:00:00,0.00030917254650416937,10913,0.73,0.27
2019-08-06 00:00:00,0.00910138083402375,7242,0.73,0.27
2019-08-07 00:00:00,0.023222532737144683,6262,0.73,0.27
2019-08-08 00:00:00,0.027637052579609973,4051,0.72,0.28
2019-08-09 00:00:00,-0.0006094907407407407,2160,0.72,0.28
2019-08-10 00:00:00,-0.0025299700299700302,1001,0.8,0.2
2019-08-11 00:00:00,0.03707843866171004,1883,0.79,0.21
2019-08-12 00:00:00,0.0052817982935900246,4571,0.73,0.27
2019-08-13 00:00:00,0.008518885332329128,5311,0.74,0.26
2019-08-14 00:00:00,-0.020948667248231075,10317,0.71,0.29
2019-08-15 00:00:00,0.003622454125227623,7139,0.74,0.26
2019-08-16 00:00:00,0.005751812937783271,4854,0.72,0.28
2019-08-17 00:00:00,0.01237254054054054,925,0.77,0.23
2019-08-18 00:00:00,-0.0030575757575757576,3036,0.75,0.25
2019-08-19 00:00:00,-0.025216321028618833,4822,0.7,0.3
2019-08-20 00:00:00,-0.03437389229720518,4401,0.7,0.3
2019-08-21 00:00:00,-0.01983417558096643,5422,0.72,0.28
2019-08-22 00:00:00,-0.028704558404558406,5616,0.71,0.29
2019-08-23 00:00:00,-0.024736423161880718,12676,0.75,0.25
2019-08-24 00:00:00,-0.02099071363220494,2186,0.76,0.24
2019-08-25 00:00:00,-0.004618365147783251,6496,0.74,0.26
2019-08-26 00:00:00,-0.02065570119475699,8621,0.73,0.27
2019-08-27 00:00:00,-0.032157461240310076,7224,0.71,0.29
2019-08-28 00:00:00,-0.017671875,6496,0.71,0.29
2019-08-29 00:00:00,-0.0011974449746036632,6497,0.73,0.27
2019-08-30 00:00:00,-0.02147783467446964,5468,0.72,0.28
2019-08-31 00:00:00,-3.759398496240601e-05,1197,0.78,0.22
2019-09-01 00:00:00,-0.036823534840793724,2167,0.74,0.26
2019-09-02 00:00:00,-0.03312598137059215,3006,0.73,0.27
2019-09-03 00:00:00,-0.029287887271369915,5358,0.71,0.29
2019-09-04 00:00:00,0.03015111607142857,5824,0.74,0.26
2019-09-05 00:00:00,0.02197324354657688,4455,0.74,0.26
2019-09-06 00:00:00,-0.00992950969213227,4385,0.74,0.26
2019-09-07 00:00:00,0.01064526198439242,897,0.79,0.21
2019-09-08 00:00:00,0.01283789224393132,1689,0.76,0.24
2019-09-09 00:00:00,-0.012876024242424242,4125,0.71,0.29
2019-09-10 00:00:00,0.013913773824650573,3935,0.74,0.26
2019-09-11 00:00:00,0.0349714127791289,4523,0.76,0.24
2019-09-12 00:00:00,0.01284984877126654,5290,0.76,0.24
2019-09-13 00:00:00,0.011014131038312048,3602,0.72,0.28
2019-09-14 00:00:00,0.027446619841966637,1139,0.8,0.2
2019-09-15 00:00:00,0.021087723521320493,2908,0.78,0.22
2019-09-16 00:00:00,0.015567445938047925,3422,0.75,0.25
2019-09-17 00:00:00,0.00876296943231441,3435,0.76,0.24
2019-09-18 00:00:00,0.006196212247622225,5993,0.76,0.24
2019-09-19 00:00:00,0.01292057511155181,4034,0.74,0.26
2019-09-20 00:00:00,-0.037629453681710216,4631,0.73,0.27
2019-09-21 00:00:00,-0.02030050314465409,795,0.76,0.24
2019-09-22 00:00:00,-0.0347415547024952,2084,0.72,0.28
2019-09-23 00:00:00,-0.011423852342640796,4226,0.71,0.29
2019-09-24 00:00:00,-0.00835509238051611,6549,0.75,0.25
2019-09-25 00:00:00,-0.00025171396977515664,5426,0.75,0.25
2019-09-26 00:00:00,-0.012901490284851914,5301,0.74,0.26
2019-09-27 00:00:00,-0.033049862475442046,5090,0.72,0.28
2019-09-28 00:00:00,-0.02114379310344828,1160,0.78,0.22
2019-09-29 00:00:00,-0.022828024369016535,2298,0.74,0.26
2019-09-30 00:00:00,-0.02413381773399015,4060,0.71,0.29
2019-10-01 00:00:00,-0.015127591792656587,5556,0.72,0.28
2019-10-02 00:00:00,-0.008065599464166108,7465,0.73,0.27
2019-10-03 00:00:00,-0.006702294567562266,5099,0.73,0.27
2019-10-04 00:00:00,-0.019189503717793533,5783,0.72,0.28
