,sentiment,totalScores,positive,negative
2019-10-05 00:00:00,-0.024047489539748952,956,0.76,0.24
2019-10-06 00:00:00,-0.03677409484956655,1961,0.75,0.25
2019-10-07 00:00:00,-0.028753978494623657,5115,0.72,0.28
2019-10-08 00:00:00,-0.015238375466224616,7239,0.74,0.26
2019-10-09 00:00:00,-0.024261132683019222,10559,0.74,0.26
2019-10-10 00:00:00,-0.00936134681093394,7024,0.75,0.25
2019-10-11 00:00:00,-0.0005265010351966874,9660,0.75,0.25
2019-10-12 00:00:00,0.002090007513148009,1331,0.76,0.24
2019-10-13 00:00:00,0.0004364476021314387,2815,0.75,0.25
2019-10-14 00:00:00,-0.012065175202156334,3710,0.74,0.26
2019-10-15 00:00:00,-0.008264477095937769,4628,0.73,0.27
2019-10-16 00:00:00,-0.0019719101123595504,3382,0.74,0.26
2019-10-17 00:00:00,0.008916773733047823,4203,0.75,0.25
2019-10-18 00:00:00,-0.007479733414116934,3301,0.72,0.28
2019-10-19 00:00:00,-0.04118989229494615,1207,0.77,0.23
2019-10-20 00:00:00,-0.006556491785903551,1887,0.77,0.23
2019-10-21 00:00:00,0.006100947368421052,2850,0.73,0.27
2019-10-22 00:00:00,-0.028072265237244393,5037,0.71,0.29
2019-10-23 00:00:00,-0.00986860606060606,4125,0.72,0.28
2019-10-24 00:00:00,0.022867188540972687,3002,0.75,0.25
2019-10-25 00:00:00,0.04350977620730271,2547,0.76,0.24
2019-10-26 00:00:00,0.0032947794779477945,1111,0.82,0.18
2019-10-27 00:00:00,0.035672154696132594,1810,0.81,0.19
2019-10-28 00:00:00,0.038948830811554334,2908,0.75,0.25
2019-10-29 00:00:00,-0.02060184835910977,2651,0.72,0.28
2019-10-30 00:00:00,0.03303339479142659,4339,0.79,0.21
2019-10-31 00:00:00,-0.007444357798165138,4360,0.73,0.27
2019-11-01 00:00:00,0.024502470088768817,2591,0.75,0.25
2019-11-02 00:00:00,0.018262734288864386,907,0.77,0.23
2019-11-03 00:00:00,0.015557169811320755,1590,0.76,0.24
2019-11-04 00:00:00,0.002684684939248375,3539,0.73,0.27
2019-11-05 00:00:00,-0.011501930501930503,3885,0.72,0.28
2019-11-06 00:00:00,-0.0020367549668874173,3926,0.73,0.27
2019-11-07 00:00:00,-0.0007732378091056159,4327,0.73,0.27
2019-11-08 00:00:00,0.012877768662838393,3657,0.74,0.26
2019-11-09 00:00:00,0.011579739978331527,923,0.8,0.2
2019-11-10 00:00:00,-0.018105065554231227,1678,0.74,0.26
2019-11-11 00:00:00,0.01020385662431942,2204,0.73,0.27
2019-11-12 00:00:00,-0.004236475164572113,3342,0.74,0.26
2019-11-13 00:00:00,0.010305325089748704,5014,0.74,0.26
2019-11-14 00:00:00,0.0005420214030915577,4205,0.73,0.27
2019-11-15 00:00:00,0.011340858540925267,4496,0.74,0.26
2019-11-16 00:00:00,0.004956828597616865,1091,0.77,0.23
2019-11-17 00:00:00,-0.01254997681965693,2157,0.73,0.27
2019-11-18 00:00:00,0.0009450159744408945,3130,0.72,0.28
2019-11-19 00:00:00,-0.025577157360406094,2561,0.7,0.3
2019-11-20 00:00:00,0.0017924397299903566,5185,0.74,0.26
2019-11-21 00:00:00,-0.00785859853121175,3268,0.73,0.27
2019-11-22 00:00:00,0.02655928381962865,2262,0.77,0.23
2019-11-23 00:00:00,-0.003936805555555555,864,0.8,0.2
2019-11-24 00:00:00,0.0554422090729783,1521,0.8,0.2
2019-11-25 00:00:00,-0.010376935419173687,2493,0.73,0.27
2019-11-26 00:00:00,0.03059794476557482,3114,0.75,0.25
2019-11-27 00:00:00,0.0058315690866510535,4270,0.74,0.26
2019-11-28 00:00:00,-0.034945674418604654,2150,0.74,0.26
2019-11-29 00:00:00,-0.0065581188997338065,2254,0.75,0.25
2019-11-30 00:00:00,0.0442276393831554,843,0.81,0.19
2019-12-01 00:00:00,0.02614575741801145,1921,0.77,0.23
2019-12-02 00:00:00,0.00988922902494331,3528,0.76,0.24
2019-12-03 00:00:00,-0.004211091794158553,5752,0.74,0.26
2019-12-04 00:00:00,-0.008617636122177955,3765,0.73,0.27
2019-12-05 00:00:00,0.0033085283893395136,4315,0.75,0.25
2019-12-06 00:00:00,0.02168582385612272,3781,0.75,0.25
2019-12-07 00:00:00,0.03473542857142857,875,0.8,0.2
2019-12-08 00:00:00,0.037147689345314504,1558,0.79,0.21
2019-12-09 00:00:00,0.004330527966544694,3826,0.75,0.25
2019-12-10 00:00:00,-0.006374254985435805,4463,0.75,0.25
2019-12-11 00:00:00,0.017827364142062475,4674,0.77,0.23
2019-12-12 00:00:00,0.001569163120567376,7050,0.76,0.24
2019-12-13 00:00:00,0.003812859596393302,4658,0.76,0.24
2019-12-14 00:00:00,0.02957878504672897,1070,0.78,0.22
2019-12-15 00:00:00,0.03580005376344086,1860,0.78,0.22
2019-12-16 00:00:00,0.024624782506466027,4253,0.75,0.25
2019-12-17 00:00:00,-0.013977021822849808,3895,0.73,0.27
2019-12-18 00:00:00,-0.008934676458912267,5038,0.78,0.22
2019-12-19 00:00:00,0.030131306199716046,4226,0.78,0.22
2019-12-20 00:00:00,0.024724577000286782,3487,0.76,0.24
2019-12-21 00:00:00,0.01634805194805195,924,0.83,0.17
2019-12-22 00:00:00,0.038536153846153845,1430,0.8,0.2
2019-12-23 00:00:00,0.030793580959249913,2773,0.77,0.23
2019-12-24 00:00:00,0.011430272290443138,1873,0.78,0.22
2019-12-25 00:00:00,0.07550822837951301,1191,0.84,0.16
2019-12-26 00:00:00,0.02900259399591956,3431,0.75,0.25
2019-12-27 00:00:00,-0.0025880305927342253,2615,0.73,0.27
2019-12-28 00:00:00,0.031396769230769235,650,0.79,0.21
2019-12-29 00:00:00,0.04285945419103314,1539,0.78,0.22
2019-12-30 00:00:00,0.01102850702731371,3771,0.73,0.27
2019-12-31 00:00:00,0.010263862660944206,3495,0.76,0.24
2020-01-01 00:00:00,0.041709270216962524,1521,0.8,0.2
2020-01-02 00:00:00,0.016807486959189936,6518,0.75,0.25
2020-01-03 00:00:00,0.016957248880358287,7815,0.75,0.25
2020-01-04 00:00:00,0.010513846903949292,2051,0.83,0.17
2020-01-05 00:00:00,0.009270578741065252,4337,0.78,0.22
2020-01-06 00:00:00,0.002527392795883362,5830,0.73,0.27
2020-01-07 00:00:00,0.0162009141135108,9955,0.78,0.22
2020-01-08 00:00:00,0.030693354377803624,6019,0.77,0.23
2020-01-09 00:00:00,0.03107580805076344,5043,0.76,0.24
2020-01-10 00:00:00,-0.0001521170610211706,4818,0.74,0.26
2020-01-11 00:00:00,0.014056818181818182,1100,0.81,0.19
2020-01-12 00:00:00,0.033793375796178346,2355,0.79,0.21
2020-01-13 00:00:00,0.03319509848831883,4366,0.76,0.24
2020-01-14 00:00:00,0.005868234937016239,6589,0.75,0.25
2020-01-15 00:00:00,0.012572528805336568,6596,0.76,0.24
2020-01-16 00:00:00,0.05223320494628016,4933,0.76,0.24
2020-01-17 00:00:00,0.04301326122736891,4253,0.76,0.24
2020-01-18 00:00:00,0.06253008565310493,934,0.84,0.16
2020-01-19 00:00:00,0.034491849529780565,1276,0.82,0.18
2020-01-20 00:00:00,0.012963553744907553,3191,0.77,0.23
2020-01-21 00:00:00,0.029271066708621774,6356,0.76,0.24
2020-01-22 00:00:00,0.016271688897238398,5323,0.75,0.25
2020-01-23 00:00:00,0.039249178082191784,5840,0.77,0.23
2020-01-24 00:00:00,0.004914924004192872,7632,0.75,0.25
2020-01-25 00:00:00,-0.03189895513214505,3254,0.77,0.23
2020-01-26 00:00:00,-0.002385110663983903,6461,0.76,0.24
2020-01-27 00:00:00,-0.006691481056257176,8710,0.72,0.28
2020-01-28 00:00:00,0.004961609826211943,7653,0.74,0.26
2020-01-29 00:00:00,-0.013578177874186552,6915,0.74,0.26
2020-01-30 00:00:00,0.0068672521120498,8996,0.76,0.24
2020-01-31 00:00:00,-0.007452061284144744,9921,0.74,0.26
