Date,Open,High,Low,Close,Volume
2015-05-07,113.839996,114.010002,113.32,113.419998,5455100
2015-05-08,114.339996,114.43,113.589996,113.970001,9964100
2015-05-11,114.089996,114.309998,113.080002,113.529999,2916700
2015-05-12,114.099998,114.669998,114.059998,114.5,3256700
2015-05-13,115.739998,116.93,115.68,116.550003,11768200
2015-05-14,117.279999,117.75,117.029999,117.18,6923000
2015-05-15,116.800003,117.629997,116.68,117.529999,4447300
2015-05-18,117.779999,117.879997,117.269997,117.519997,5079900
2015-05-19,116.550003,116.730003,115.650002,115.889999,5052100
2015-05-20,116.029999,116.379997,115.760002,116.080002,4432600
2015-05-21,115.529999,116,115.470001,115.690002,2514700
2015-05-22,115.510002,115.93,115.32,115.599998,1780200
2015-05-26,113.839996,114.230003,113.699997,113.910004,5769600
2015-05-27,113.779999,114.010002,113.629997,113.889999,2681100
2015-05-28,113.849998,114.160004,113.209999,114.019997,5266000
2015-05-29,114.139999,114.480003,114,114.099998,3407500
2015-06-01,115.019997,115.5,113.900002,114,8254000
2015-06-02,114.360001,114.650002,114.169998,114.459999,3988600
2015-06-03,114.129997,114.370003,113.080002,113.639999,4885200
2015-06-04,112.980003,113.150002,112.480003,112.839996,5566600
2015-06-05,111.599998,112.389999,111.57,112.239998,5561300
2015-06-08,112.389999,112.660004,112.129997,112.57,3122100
2015-06-09,113.150002,113.230003,112.709999,112.82,3529900
2015-06-10,114.139999,114.139999,113.690002,113.779999,5452900
2015-06-11,113.269997,113.410004,112.919998,113.260002,4434700
2015-06-12,113.059998,113.5,112.959999,113.230003,2998500
2015-06-15,113.279999,114.150002,113.209999,113.730003,5055100
2015-06-16,113.080002,113.449997,112.790001,113.32,4033300
2015-06-17,113.07,114.040001,112.629997,113.849998,6456000
2015-06-18,115.190002,115.610001,114.889999,115.32,8041300
2015-06-19,115.339996,115.459999,114.949997,115.120003,4611600
2015-06-22,113.790001,113.940002,113.339996,113.639999,5763700
2015-06-23,112.959999,113.169998,112.790001,112.889999,4522800
2015-06-24,112.480003,112.739998,112.309998,112.589996,2975500
2015-06-25,112.43,112.709999,112.32,112.440002,2904700
2015-06-26,112.199997,112.68,112.129997,112.559998,4392600
2015-06-29,112.809998,113.230003,112.529999,113.07,5820200
2015-06-30,112.239998,113.050003,111.839996,112.370003,7897000
2015-07-01,112.120003,112.510002,111.940002,111.980003,4409000
2015-07-02,111.660004,111.839996,111.410004,111.760002,3838600
2015-07-06,111.709999,112.580002,111.629997,112.059998,4259800
2015-07-07,111.080002,111.139999,110.050003,110.760002,9073400
2015-07-08,111.379997,111.650002,111.080002,111.089996,5694900
2015-07-09,111.800003,111.93,111.150002,111.360001,3802900
2015-07-10,111.18,111.709999,111.029999,111.489998,3594900
2015-07-13,110.43,111.139999,110.360001,110.989998,4279300
2015-07-14,111,111.080002,110.629997,110.739998,2601000
2015-07-15,110,110.190002,109.580002,110.160004,9286200
2015-07-16,109.669998,110.010002,109.599998,109.760002,4629700
2015-07-17,109.110001,109.160004,108.400002,108.650002,14858300
2015-07-20,106.599998,106.650002,105.620003,105.699997,15751700
2015-07-21,105.809998,106.32,105.25,105.370003,10519800
2015-07-22,104.389999,105.089996,104.18,104.800003,8349200
2015-07-23,104.980003,105.300003,104.199997,104.330002,5779300
2015-07-24,103.610001,105.589996,103.43,105.349998,11572700
2015-07-27,104.940002,105.68,104.660004,104.860001,10690100
2015-07-28,105.089996,105.330002,104.830002,105.019997,5549200
2015-07-29,104.93,105.629997,104.489998,105.169998,5616900
2015-07-30,104.029999,104.970001,103.860001,104.269997,6652000
2015-07-31,105.410004,105.75,104.690002,104.93,6689200
2015-08-03,104.589996,104.82,104.050003,104.099998,3528600
2015-08-04,104.559998,104.75,103.949997,104.309998,3241000
2015-08-05,104.419998,104.5,103.779999,103.93,5041000
2015-08-06,104.150002,104.860001,104.139999,104.389999,3908100
2015-08-07,104.559998,105.379997,104.550003,104.650002,4400900
2015-08-10,105.029999,106.269997,104.919998,105.720001,5892600
2015-08-11,106.489998,106.629997,105.769997,106.260002,4060900
2015-08-12,106.989998,107.910004,106.93,107.75,10022500
2015-08-13,106.949997,107.18,106.709999,106.860001,4761700
2015-08-14,107.07,107.410004,106.540001,106.849998,3509200
2015-08-17,107.370003,107.510002,107,107.129997,5769100
2015-08-18,106.669998,107.330002,106.309998,107.110001,4121800
2015-08-19,107.629997,108.669998,107.629997,108.550003,7035100
2015-08-20,109.809998,110.610001,109.699997,110.440002,12549000
2015-08-21,110.93,111.330002,110.120003,111.129997,13917600
2015-08-24,111.540001,112.120003,109.769997,110.529999,18388700
2015-08-25,110.010002,110.050003,108.720001,109.160004,9974200
2015-08-26,107.720001,108.059998,107.080002,107.669998,10856600
2015-08-27,107.330002,108.040001,107.110001,107.730003,8102100
2015-08-28,108.169998,109.300003,108.120003,108.699997,7558900
2015-08-31,108.190002,108.919998,108.029999,108.82,4532100
2015-09-01,109.629997,109.769997,108.940002,109.199997,7077800
2015-09-02,109.010002,109.339996,108.459999,108.620003,4115700
2015-09-03,107.769997,108.32,107.559998,107.839996,3913100
2015-09-04,107.139999,107.559998,107.07,107.489998,4025000
2015-09-08,107.599998,107.940002,107.309998,107.519997,5982100
2015-09-09,106.639999,106.709999,105.480003,106.129997,8855100
2015-09-10,106.610001,106.699997,106.18,106.379997,6204000
2015-09-11,105.650002,106.199997,105.269997,106.160004,4023900
2015-09-14,105.860001,106.389999,105.779999,106.220001,2350800
2015-09-15,105.830002,106.059998,105.68,105.900002,2905000
2015-09-16,106.599998,107.709999,106.559998,107.309998,5315600
2015-09-17,107.07,108.580002,106.959999,108.410004,8403800
2015-09-18,109.099998,109.379997,108.82,109.209999,6794300
2015-09-21,108.489998,108.660004,108.330002,108.529999,4104800
2015-09-22,107.580002,107.959999,107.440002,107.790001,5483300
2015-09-23,108.540001,108.639999,108.199997,108.220001,2744200
2015-09-24,109.669998,110.82,109.629997,110.489998,11024300
2015-09-25,109.870003,110.029999,109.550003,109.809998,5209500
2015-09-28,108.370003,108.910004,108.269997,108.419998,3809600
2015-09-29,108.239998,108.690002,107.879997,107.980003,4043600
2015-09-30,106.779999,107.080002,106.470001,106.860001,7405600
2015-10-01,106.980003,107.209999,106.629997,106.730003,4278600
2015-10-02,108.540001,109.32,108.540001,108.989998,7730600
2015-10-05,109.139999,109.379997,108.459999,108.769997,5490200
2015-10-06,109.800003,110.260002,109.629997,109.860001,7513900
2015-10-07,109.75,110.139999,109.339996,109.699997,5355500
2015-10-08,109.160004,110.269997,109.059998,109.139999,5038200
2015-10-09,110.540001,111.050003,110.230003,110.870003,7907300
