Disease,Date,V_Close,V_Volume,Index_H/L,Bu/Be,Volatility,Death_H/M/L,Illness_H/M/L,News_H/M/L,Signal
ZIKA,2017-04-27,L,L,1,-0.3723907769742074,-0.3723907769742074,L,L,L,N
ZIKA,2017-04-28,L,L,1,0.31563917531056696,0.31563917531056696,L,L,L,N
ZIKA,2017-05-01,H,L,3,-0.910821418667429,-2.732464256002287,L,L,L,N
ZIKA,2017-05-02,L,H,2,-0.0167092841432126,-0.0334185682864252,L,L,L,N
ZIKA,2017-05-03,H,H,4,-1.3957367088050732,-5.582946835220293,L,L,L,N
ZIKA,2017-05-04,H,L,3,-1.008647202695856,-3.025941608087568,L,L,L,N
ZIKA,2017-05-05,L,H,2,0.1883731467730687,0.3767462935461374,L,L,L,N
ZIKA,2017-05-08,L,L,1,-0.22220493595068724,-0.22220493595068724,L,L,L,N
ZIKA,2017-05-09,L,L,1,-0.5995691648822188,-0.5995691648822188,L,L,L,N
ZIKA,2017-05-10,L,L,1,-0.00861869861390474,-0.00861869861390474,L,L,L,N
ZIKA,2017-05-11,L,H,2,0.3964141641122465,0.792828328224493,L,L,L,N
ZIKA,2017-05-12,L,L,1,0.28326351931331484,0.28326351931331484,L,L,L,N
ZIKA,2017-05-15,L,L,1,0.2653402334102495,0.2653402334102495,L,L,L,N
ZIKA,2017-05-16,L,L,1,0.435379037351713,0.435379037351713,L,L,L,N
ZIKA,2017-05-17,H,H,4,1.818953645236654,7.275814580946616,L,L,L,N
ZIKA,2017-05-18,H,L,3,-0.8181008363127185,-2.4543025089381554,L,L,L,N
ZIKA,2017-05-19,L,L,1,0.49659457110673433,0.49659457110673433,L,L,L,N
ZIKA,2017-05-22,L,L,1,0.418760461997314,0.418760461997314,L,L,L,N
ZIKA,2017-05-23,L,H,2,-0.6338640428045994,-1.2677280856091988,L,L,L,N
ZIKA,2017-05-24,L,L,1,0.39449555476325227,0.39449555476325227,L,L,L,N
ZIKA,2017-05-25,L,L,1,-0.10868489165885009,-0.10868489165885009,L,L,L,N
ZIKA,2017-05-26,H,H,4,0.8871760741418822,3.5487042965675286,L,L,L,N
ZIKA,2017-05-30,L,L,1,-0.33184170954171366,-0.33184170954171366,L,L,L,N
ZIKA,2017-05-31,L,H,2,0.39953720991789954,0.7990744198357991,L,L,L,N
ZIKA,2017-06-01,L,L,1,0.08290333071869771,0.08290333071869771,L,L,L,N
ZIKA,2017-06-02,H,L,3,0.7372432013150743,2.2117296039452228,L,L,L,N
ZIKA,2017-06-05,L,H,2,0.09867773950598124,0.1973554790119625,L,L,L,N
ZIKA,2017-06-06,H,H,4,1.1254374157864788,4.501749663145915,L,L,L,N
ZIKA,2017-06-07,L,L,1,-0.5280268160524293,-0.5280268160524293,L,L,L,N
ZIKA,2017-06-08,H,L,3,-0.6533238216412496,-1.9599714649237487,L,L,L,N
ZIKA,2017-06-09,H,L,3,-0.912454567818255,-2.737363703454765,L,L,L,N
ZIKA,2017-06-12,L,L,1,-0.14932802265366085,-0.14932802265366085,L,L,L,N
ZIKA,2017-06-13,L,L,1,0.09970255816131868,0.09970255816131868,L,L,L,N
ZIKA,2017-06-14,L,H,2,-0.5478112413393688,-1.0956224826787375,L,L,L,N
ZIKA,2017-06-15,L,H,2,-0.4172926055750259,-0.8345852111500518,L,L,L,N
ZIKA,2017-06-16,L,L,1,0.016758297016439272,0.016758297016439272,L,L,L,N
ZIKA,2017-06-19,H,L,3,-0.7625239069054324,-2.287571720716297,L,L,L,N
ZIKA,2017-06-20,L,L,1,-0.2110951616988932,-0.2110951616988932,L,L,L,N
ZIKA,2017-06-21,L,L,1,0.28769419529530715,0.28769419529530715,L,L,L,N
ZIKA,2017-06-22,L,L,1,0.33749663358495496,0.33749663358495496,L,L,L,N
ZIKA,2017-06-23,L,H,2,0.42886142665425897,0.8577228533085179,L,L,L,N
ZIKA,2017-06-26,H,L,3,-0.8959214602696219,-2.687764380808866,L,L,L,N
ZIKA,2017-06-27,L,L,1,0.38019347431401673,0.38019347431401673,L,L,L,N
ZIKA,2017-06-28,L,L,1,0.07575456738919684,0.07575456738919684,L,L,L,N
ZIKA,2017-06-29,L,H,2,-0.4878065519292485,-0.975613103858497,L,L,L,N
ZIKA,2017-06-30,L,L,1,-0.2535522312373084,-0.2535522312373084,L,L,L,N
ZIKA,2017-07-03,H,H,4,-1.6353169370102671,-6.541267748041069,L,L,L,N
ZIKA,2017-07-05,L,L,1,0.3704031482609338,0.3704031482609338,L,L,L,N
ZIKA,2017-07-06,L,L,1,-0.04290765644286987,-0.04290765644286987,L,L,L,N
ZIKA,2017-07-07,H,H,4,-1.0217240403389338,-4.086896161355735,L,L,L,N
ZIKA,2017-07-10,L,H,2,0.1648178362666286,0.3296356725332572,L,L,L,N
ZIKA,2017-07-11,L,L,1,0.12990560206196378,0.12990560206196378,L,L,L,N
ZIKA,2017-07-12,L,L,1,0.35460646026794773,0.35460646026794773,L,L,L,N
ZIKA,2017-07-13,L,L,1,-0.18098681531489857,-0.18098681531489857,L,L,L,N
ZIKA,2017-07-14,H,L,3,0.8202357105854041,2.4607071317562124,L,L,L,N
ZIKA,2017-07-17,L,L,1,0.4453232965313747,0.4453232965313747,L,L,L,N
ZIKA,2017-07-18,H,L,3,0.6991218288078915,2.0973654864236746,L,L,L,N
ZIKA,2017-07-19,L,H,2,-0.025399203916687263,-0.050798407833374526,L,L,L,N
ZIKA,2017-07-20,L,H,2,0.13549796518463886,0.2709959303692777,L,L,L,N
ZIKA,2017-07-21,H,H,4,0.8626556302884891,3.4506225211539565,L,L,L,N
ZIKA,2017-07-24,L,H,2,0.04192185071403287,0.08384370142806574,L,L,L,N
ZIKA,2017-07-25,L,H,2,-0.32687956293486753,-0.6537591258697351,L,L,L,N
ZIKA,2017-07-26,H,L,3,0.8072645611716389,2.4217936835149168,L,L,L,N
ZIKA,2017-07-27,L,L,1,-0.07507174028373864,-0.07507174028373864,L,L,L,N
ZIKA,2017-07-28,H,L,3,0.7513156294238543,2.253946888271563,L,L,L,N
ZIKA,2017-07-31,L,H,2,0.049712485711950194,0.09942497142390039,L,L,L,N
ZIKA,2017-08-01,L,H,2,-0.08281407867495316,-0.16562815734990632,L,L,L,N
ZIKA,2017-08-02,L,L,1,-0.20721093730275975,-0.20721093730275975,L,L,L,N
ZIKA,2017-08-03,L,L,1,0.15780232296009888,0.15780232296009888,L,L,L,N
ZIKA,2017-08-04,H,H,4,-0.7794958381124761,-3.1179833524499045,L,L,L,N
ZIKA,2017-08-07,L,H,2,-0.11700793786865171,-0.23401587573730342,L,L,L,N
ZIKA,2017-08-08,L,H,2,0.29286168031359416,0.5857233606271883,L,L,L,N
ZIKA,2017-08-09,H,L,3,1.2097421891394733,3.62922656741842,L,L,L,N
ZIKA,2017-08-10,H,L,3,0.7419017515769788,2.2257052547309364,L,L,L,N
ZIKA,2017-08-11,L,L,1,0.4745945542475649,0.4745945542475649,L,L,L,N
ZIKA,2017-08-14,H,L,3,-0.7085291904183721,-2.1255875712551164,L,L,L,N
ZIKA,2017-08-15,H,L,3,-0.7709932869257363,-2.312979860777209,L,L,L,N
ZIKA,2017-08-16,H,L,3,0.7356587683338134,2.20697630500144,L,L,L,N
ZIKA,2017-08-17,L,L,1,0.5087347047985302,0.5087347047985302,L,L,L,N
ZIKA,2017-08-18,L,H,2,-0.15511062380783036,-0.3102212476156607,L,L,L,N
ZIKA,2017-08-21,L,H,2,0.37612345765845046,0.7522469153169009,L,L,L,N
ZIKA,2017-08-22,L,L,1,-0.448031110328595,-0.448031110328595,L,L,L,N
ZIKA,2017-08-23,L,L,1,0.37640046130758,0.37640046130758,L,L,L,N
ZIKA,2017-08-24,L,L,1,-0.3097717503834918,-0.3097717503834918,L,L,L,N
ZIKA,2017-08-25,L,H,2,0.36797530159475844,0.7359506031895169,L,L,L,N
ZIKA,2017-08-28,H,L,3,1.588727417121194,4.766182251363582,L,L,L,N
ZIKA,2017-08-29,L,L,1,-0.21654021627172115,-0.21654021627172115,L,L,L,N
ZIKA,2017-08-30,L,L,1,-0.04822134782545007,-0.04822134782545007,L,L,L,N
ZIKA,2017-08-31,H,H,4,1.1740101224347876,4.696040489739151,L,L,L,N
ZIKA,2017-09-01,L,L,1,0.1907470990303528,0.1907470990303528,L,L,L,N
ZIKA,2017-09-05,H,L,3,1.1105830733076916,3.3317492199230747,L,L,L,N
ZIKA,2017-09-06,L,L,1,-0.5099646988071971,-0.5099646988071971,L,L,L,N
ZIKA,2017-09-07,H,L,3,1.040932908144998,3.122798724434994,L,L,L,N
ZIKA,2017-09-08,L,L,1,-0.12487629263732147,-0.12487629263732147,L,L,L,N
ZIKA,2017-09-11,H,L,3,-1.3909502118390926,-4.172850635517278,L,L,L,N
ZIKA,2017-09-12,L,L,1,0.2932054791472183,0.2932054791472183,L,L,L,N
ZIKA,2017-09-13,H,L,3,-0.750629752696419,-2.251889258089257,L,L,L,N
ZIKA,2017-09-14,L,L,1,0.43786561230900745,0.43786561230900745,L,L,L,N
ZIKA,2017-09-15,L,H,2,-0.49936983197939044,-0.9987396639587809,L,L,L,N
ZIKA,2017-09-18,H,L,3,-0.9320465301684622,-2.7961395905053865,L,L,L,N
ZIKA,2017-09-19,L,L,1,0.20907204720912453,0.20907204720912453,L,L,L,N
ZIKA,2017-09-20,H,H,4,-0.8024393965068377,-3.209757586027351,L,L,L,N
ZIKA,2017-09-21,H,L,3,-0.760397166468274,-2.281191499404822,L,L,L,N
ZIKA,2017-09-22,L,L,1,0.45647049233779047,0.45647049233779047,L,L,L,N
ZIKA,2017-09-25,H,H,4,1.0467389004663818,4.186955601865527,L,L,L,N
ZIKA,2017-09-26,H,L,3,-1.1161969093085755,-3.3485907279257265,L,L,L,N
ZIKA,2017-09-27,H,L,3,-0.9420139754914292,-2.8260419264742875,L,L,L,N
ZIKA,2017-09-28,L,L,1,0.18855221703839575,0.18855221703839575,L,L,L,N
ZIKA,2017-09-29,L,H,2,-0.5155036454913886,-1.0310072909827772,L,L,L,N
