Disease,Date,V_SP500_Close,V_SP500_Volume,SP500_Index_H/L,SP500_Bu/Be,SP500_Volatility,Death_H/M/L,Illness_H/M/L,News_H/M/L,Signal
EBOLA,2014-07-30,L,L,1,0.006091525165596856,0.006091525165596856,L,L,L,N
EBOLA,2014-07-31,H,L,3,-1.9999289365352446,-5.999786809605734,L,L,L,N
EBOLA,2014-08-01,L,L,1,-0.2859111085788846,-0.2859111085788846,L,L,L,N
EBOLA,2014-08-04,H,L,3,0.7189050203880276,2.156715061164083,L,L,L,N
EBOLA,2014-08-05,H,L,3,-0.9685454798632254,-2.905636439589676,L,L,L,N
EBOLA,2014-08-06,L,L,1,0.0015623291202526701,0.0015623291202526701,L,L,L,N
EBOLA,2014-08-07,L,L,1,-0.5556597092030158,-0.5556597092030158,L,L,L,N
EBOLA,2014-08-08,H,L,3,1.1531391884036735,3.4594175652110204,L,L,L,N
EBOLA,2014-08-11,L,L,1,0.27593847555642537,0.27593847555642537,L,L,L,N
EBOLA,2014-08-12,L,L,1,-0.1636618962063574,-0.1636618962063574,L,L,L,N
EBOLA,2014-08-13,H,L,3,0.6707175177763425,2.0121525533290274,L,L,L,N
EBOLA,2014-08-14,L,L,1,0.4345771348730265,0.4345771348730265,L,L,L,N
EBOLA,2014-08-15,L,H,2,-0.006137542323469969,-0.012275084646939938,L,L,L,N
EBOLA,2014-08-18,H,L,3,0.853170746677856,2.559512240033568,L,L,L,N
EBOLA,2014-08-19,L,L,1,0.5000659316136913,0.5000659316136913,L,L,L,N
EBOLA,2014-08-20,L,L,1,0.2477795720629894,0.2477795720629894,L,L,L,N
EBOLA,2014-08-21,L,L,1,0.2949897055640305,0.2949897055640305,L,L,L,N
EBOLA,2014-08-22,L,L,1,-0.19926017757744274,-0.19926017757744274,L,L,L,N
EBOLA,2014-08-25,L,L,1,0.4787769060551117,0.4787769060551117,L,L,L,N
EBOLA,2014-08-26,L,L,1,0.10510931368623577,0.10510931368623577,L,L,L,N
EBOLA,2014-08-27,L,L,1,0.004999950000494913,0.004999950000494913,L,L,L,N
EBOLA,2014-08-28,L,L,1,-0.16898986060835952,-0.16898986060835952,L,L,L,N
EBOLA,2014-08-29,L,L,1,0.33204122720034146,0.33204122720034146,L,L,L,N
EBOLA,2014-09-02,L,L,1,-0.05440832197746159,-0.05440832197746159,L,L,L,N
EBOLA,2014-09-03,L,L,1,-0.07791118125336505,-0.07791118125336505,L,L,L,N
EBOLA,2014-09-04,L,L,1,-0.15344475988643413,-0.15344475988643413,L,L,L,N
EBOLA,2014-09-05,L,L,1,0.5035917202713236,0.5035917202713236,L,L,L,N
EBOLA,2014-09-08,L,L,1,-0.30731529952034986,-0.30731529952034986,L,L,L,N
EBOLA,2014-09-09,L,L,1,-0.6544960380507003,-0.6544960380507003,L,L,L,N
EBOLA,2014-09-10,L,L,1,0.36460743095090287,0.36460743095090287,L,L,L,N
EBOLA,2014-09-11,L,L,1,0.08819004955680221,0.08819004955680221,L,L,L,N
EBOLA,2014-09-12,L,L,1,-0.5962602317955423,-0.5962602317955423,L,L,L,N
EBOLA,2014-09-15,L,L,1,-0.0710134270777596,-0.0710134270777596,L,L,L,N
EBOLA,2014-09-16,H,L,3,0.7484388623729243,2.245316587118773,L,L,L,N
EBOLA,2014-09-17,L,L,1,0.12956607870013848,0.12956607870013848,L,L,L,N
EBOLA,2014-09-18,L,L,1,0.4891160439055353,0.4891160439055353,L,L,L,N
EBOLA,2014-09-19,L,L,1,-0.04772889984885342,-0.04772889984885342,L,L,L,N
EBOLA,2014-09-22,H,L,3,-0.8013330680461617,-2.403999204138485,L,L,L,N
EBOLA,2014-09-23,L,L,1,-0.5776491884329715,-0.5776491884329715,L,L,L,N
EBOLA,2014-09-24,H,L,3,0.7832476787524412,2.3497430362573235,L,L,L,N
EBOLA,2014-09-25,H,L,3,-1.6168743431917099,-4.85062302957513,L,L,L,N
EBOLA,2014-09-26,H,L,3,0.8575832023560492,2.5727496070681477,L,L,L,N
EBOLA,2014-09-29,L,L,1,-0.2546839145674107,-0.2546839145674107,L,L,L,N
EBOLA,2014-09-30,L,L,1,-0.2785923753665709,-0.2785923753665709,L,L,L,N
EBOLA,2014-10-01,H,L,3,-1.3248558781923436,-3.974567634577031,L,L,L,N
EBOLA,2014-10-02,L,L,1,0.0005138323673214984,0.0005138323673214984,L,L,L,N
EBOLA,2014-10-03,H,L,3,1.1165519969992266,3.3496559909976797,M,M,M,B
EBOLA,2014-10-06,L,L,1,-0.15651201788710045,-0.15651201788710045,M,M,M,N
EBOLA,2014-10-07,H,L,3,-1.5126067527814313,-4.5378202583442935,M,M,M,S
EBOLA,2014-10-08,H,L,3,1.7461629889928165,5.23848896697845,H,M,H,B
EBOLA,2014-10-09,H,L,3,-2.0661387888607274,-6.198416366582182,H,M,H,S
EBOLA,2014-10-10,H,L,3,-1.1451034897651202,-3.4353104692953607,M,M,M,S
EBOLA,2014-10-13,H,L,3,-1.6467921915084505,-4.940376574525351,M,M,M,S
EBOLA,2014-10-14,L,L,1,0.15788856054705924,0.15788856054705924,M,M,M,N
EBOLA,2014-10-15,H,L,3,-0.8100335516855739,-2.4301006550567217,H,M,M,B
EBOLA,2014-10-16,L,L,1,0.01449672213005293,0.01449672213005293,H,M,M,N
EBOLA,2014-10-17,H,L,3,1.288410745345625,3.865232236036875,L,M,H,B
EBOLA,2014-10-20,H,L,3,0.9142657253704778,2.7427971761114334,L,M,H,B
