Disease,Date,V_SP500_Close,V_SP500_Volume,SP500_Index_H/L,SP500_Bu/Be,SP500_Volatility,Death_H/M/L,Illness_H/M/L,News_H/M/L,Signal
EBOLA,2014-10-21,H,L,3,1.9574477024805637,5.872343107441691,L,M,H,B
EBOLA,2014-10-22,H,L,3,-0.7299307673287792,-2.1897923019863375,M,M,M,B
EBOLA,2014-10-23,H,L,3,1.2303397315150733,3.6910191945452198,M,M,M,B
EBOLA,2014-10-24,H,L,3,0.7053444192698377,2.116033257809513,M,M,M,B
EBOLA,2014-10-27,L,L,1,-0.15015932158526368,-0.15015932158526368,L,M,H,N
EBOLA,2014-10-28,H,L,3,1.193905068743839,3.581715206231517,L,M,H,B
EBOLA,2014-10-29,L,L,1,-0.1385355532606214,-0.1385355532606214,L,H,L,N
EBOLA,2014-10-30,L,L,1,0.6230136709882483,0.6230136709882483,L,H,L,N
EBOLA,2014-10-31,H,L,3,1.173138144536634,3.519414433609902,L,L,L,B
EBOLA,2014-11-03,L,L,1,-0.011892668665292039,-0.011892668665292039,L,L,L,N
EBOLA,2014-11-04,L,L,1,-0.28298006254305896,-0.28298006254305896,L,L,L,N
EBOLA,2014-11-05,L,L,1,0.5700511902986927,0.5700511902986927,M,M,L,N
EBOLA,2014-11-06,L,L,1,0.3775505665729373,0.3775505665729373,M,M,L,N
EBOLA,2014-11-07,L,L,1,0.03495453448929542,0.03495453448929542,M,M,L,N
EBOLA,2014-11-10,L,L,1,0.31202015827394014,0.31202015827394014,M,M,L,N
EBOLA,2014-11-11,L,L,1,0.06966726521642208,0.06966726521642208,M,M,L,N
EBOLA,2014-11-12,L,L,1,-0.07010903671164082,-0.07010903671164082,M,M,L,N
EBOLA,2014-11-13,L,L,1,0.05298663068808995,0.05298663068808995,M,M,L,N
EBOLA,2014-11-14,L,L,1,0.024027499227696758,0.024027499227696758,L,M,M,N
EBOLA,2014-11-17,L,L,1,0.0735359002264957,0.0735359002264957,L,M,M,N
EBOLA,2014-11-18,L,L,1,0.5133932945349251,0.5133932945349251,L,M,M,N
EBOLA,2014-11-19,L,L,1,-0.15011209669559822,-0.15011209669559822,L,M,M,N
EBOLA,2014-11-20,L,L,1,0.1967081885274835,0.1967081885274835,L,M,M,N
EBOLA,2014-11-21,L,H,2,0.5236877359639402,1.0473754719278805,M,M,M,N
EBOLA,2014-11-24,L,L,1,0.28640659074388175,0.28640659074388175,M,M,M,N
EBOLA,2014-11-25,L,L,1,-0.11500862564690628,-0.11500862564690628,M,M,M,N
EBOLA,2014-11-26,L,L,1,0.2805958307329659,0.2805958307329659,M,M,M,N
EBOLA,2014-11-28,L,L,1,-0.2542417853852008,-0.2542417853852008,M,M,M,N
EBOLA,2014-12-01,H,L,3,-0.6829306041904459,-2.048791812571338,M,M,H,B
EBOLA,2014-12-02,L,L,1,0.6384408602150504,0.6384408602150504,M,M,H,N
EBOLA,2014-12-03,L,L,1,0.3764728654036764,0.3764728654036764,L,L,M,N
EBOLA,2014-12-04,L,L,1,-0.1161820925310808,-0.1161820925310808,L,L,M,N
EBOLA,2014-12-05,L,L,1,0.16651222054904213,0.16651222054904213,L,L,M,N
EBOLA,2014-12-08,H,L,3,-0.725653738851384,-2.176961216554152,L,L,M,B
EBOLA,2014-12-09,L,L,1,-0.02378282879760274,-0.02378282879760274,L,L,M,N
EBOLA,2014-12-10,H,L,3,-1.6350943286306596,-4.905282985891979,L,L,M,S
EBOLA,2014-12-11,L,L,1,0.4535718163601654,0.4535718163601654,L,L,M,N
EBOLA,2014-12-12,H,L,3,-1.6213586985894146,-4.864076095768244,L,L,M,S
EBOLA,2014-12-15,L,L,1,-0.6342610858349973,-0.6342610858349973,L,L,M,N
EBOLA,2014-12-16,H,L,3,-0.8489015545603995,-2.5467046636811985,L,L,M,B
EBOLA,2014-12-17,H,L,3,2.0352403256384655,6.105720976915396,H,M,L,B
EBOLA,2014-12-18,H,L,3,2.4015221894887473,7.204566568466242,H,M,L,B
EBOLA,2014-12-19,L,L,1,0.45700867928373246,0.45700867928373246,H,M,L,N
EBOLA,2014-12-22,L,L,1,0.38103977012049484,0.38103977012049484,H,M,L,N
EBOLA,2014-12-23,L,L,1,0.1746418158899976,0.1746418158899976,L,L,L,N
EBOLA,2014-12-24,L,L,1,-0.013927777270827946,-0.013927777270827946,L,L,L,N
EBOLA,2014-12-26,L,L,1,0.33095087132783974,0.33095087132783974,M,L,L,N
EBOLA,2014-12-29,L,L,1,0.08617511741360051,0.08617511741360051,M,L,L,N
EBOLA,2014-12-30,L,L,1,-0.4888618893411967,-0.4888618893411967,M,M,H,N
EBOLA,2014-12-31,H,L,3,-1.03107650155021,-3.0932295046506297,L,L,M,S
EBOLA,2015-01-02,L,L,1,-0.03399873718977764,-0.03399873718977764,L,L,M,N
EBOLA,2015-01-05,H,L,3,-1.8278107083859685,-5.483432125157906,L,L,M,S
EBOLA,2015-01-06,H,L,3,-0.8893486028764053,-2.668045808629216,L,L,M,B
EBOLA,2015-01-07,H,L,3,1.1629823080879564,3.4889469242638693,M,M,M,B
EBOLA,2015-01-08,H,L,3,1.7888345920331616,5.366503776099485,M,M,M,B
EBOLA,2015-01-09,H,L,3,-0.8403891103416772,-2.5211673310250315,M,M,M,B
EBOLA,2015-01-12,H,L,3,-0.8093661513783657,-2.428098454135097,M,M,L,B
EBOLA,2015-01-13,L,L,1,-0.25785648782700177,-0.25785648782700177,M,M,L,N
EBOLA,2015-01-14,L,L,1,-0.5813062584341333,-0.5813062584341333,M,M,L,N
EBOLA,2015-01-15,H,L,3,-0.924788815027322,-2.774366445081966,M,M,L,B
EBOLA,2015-01-16,H,L,3,1.3424199691870697,4.027259907561209,M,M,L,B
EBOLA,2015-01-20,L,L,1,0.15499499856392873,0.15499499856392873,M,M,L,N
EBOLA,2015-01-21,L,L,1,0.4731650639044682,0.4731650639044682,M,M,L,N
EBOLA,2015-01-22,H,L,3,1.526976753341347,4.580930260024041,M,M,L,B
EBOLA,2015-01-23,L,L,1,-0.5491602646438665,-0.5491602646438665,M,M,M,N
EBOLA,2015-01-26,L,L,1,0.2568451423614171,0.2568451423614171,L,L,M,N
EBOLA,2015-01-27,H,L,3,-1.33878439932138,-4.01635319796414,L,L,M,S
EBOLA,2015-01-28,H,L,3,-1.3495602473454604,-4.048680742036382,L,L,M,S
EBOLA,2015-01-29,H,L,3,0.9534702521277083,2.860410756383125,L,L,L,B
EBOLA,2015-01-30,H,L,3,-1.2991960420531856,-3.897588126159557,L,L,L,S
EBOLA,2015-02-02,H,L,3,1.29624709898295,3.88874129694885,L,L,L,B
EBOLA,2015-02-03,H,L,3,1.443946854046585,4.331840562139755,L,L,L,B
EBOLA,2015-02-04,L,L,1,-0.4156036740925795,-0.4156036740925795,L,L,L,N
EBOLA,2015-02-05,H,L,3,1.0291401952476242,3.0874205857428727,L,L,L,B
EBOLA,2015-02-06,L,L,1,-0.34181486724977894,-0.34181486724977894,M,M,L,N
EBOLA,2015-02-09,L,L,1,-0.42472038025365144,-0.42472038025365144,M,M,L,N
EBOLA,2015-02-10,H,L,3,1.0675513255225422,3.2026539765676265,M,L,L,B
EBOLA,2015-02-11,L,L,1,-0.0029005264455483903,-0.0029005264455483903,L,L,M,N
EBOLA,2015-02-12,H,L,3,0.9644530173601451,2.8933590520804353,L,L,M,B
EBOLA,2015-02-13,L,L,1,0.4074733777675421,0.4074733777675421,L,L,M,N
EBOLA,2015-02-17,L,L,1,0.15975278852071728,0.15975278852071728,L,L,M,N
EBOLA,2015-02-18,L,L,1,-0.03142348381691695,-0.03142348381691695,L,L,M,N
EBOLA,2015-02-19,L,L,1,-0.10620666006249113,-0.10620666006249113,M,L,L,N
EBOLA,2015-02-20,L,L,1,0.6126486924599162,0.6126486924599162,M,L,L,N
EBOLA,2015-02-23,L,L,1,-0.03032744159600087,-0.03032744159600087,L,L,L,N
EBOLA,2015-02-24,L,L,1,0.2758738374904146,0.2758738374904146,L,L,L,N
EBOLA,2015-02-25,L,L,1,-0.07657836519371353,-0.07657836519371353,L,L,L,N
EBOLA,2015-02-26,L,L,1,-0.14759728648067183,-0.14759728648067183,L,L,L,N
EBOLA,2015-02-27,L,L,1,-0.2956309161715742,-0.2956309161715742,L,L,M,N
EBOLA,2015-03-02,L,L,1,0.6124970301734312,0.6124970301734312,L,L,M,N
EBOLA,2015-03-03,L,L,1,-0.4538606491954589,-0.4538606491954589,L,L,M,N
EBOLA,2015-03-04,L,L,1,-0.43885035440131004,-0.43885035440131004,L,L,M,N
EBOLA,2015-03-05,L,L,1,0.11960753479816066,0.11960753479816066,L,L,H,N
EBOLA,2015-03-06,H,L,3,-1.4173932909416154,-4.252179872824846,L,L,H,S
EBOLA,2015-03-09,L,L,1,0.3944458928381467,0.3944458928381467,L,L,H,N
EBOLA,2015-03-10,H,L,3,-1.6961378839393415,-5.0884136518180245,L,L,H,S
EBOLA,2015-03-11,L,L,1,-0.19176581089542788,-0.19176581089542788,L,L,M,N
EBOLA,2015-03-12,H,L,3,1.2601458651923192,3.7804375955769576,L,L,H,B
EBOLA,2015-03-13,L,L,1,-0.6074687189912553,-0.6074687189912553,L,L,L,N
EBOLA,2015-03-16,H,L,3,1.353365150482122,4.060095451446366,L,L,M,B
EBOLA,2015-03-17,L,L,1,-0.3320215838054086,-0.3320215838054086,L,L,M,N
EBOLA,2015-03-18,H,L,3,1.2158435698169878,3.6475307094509635,L,L,M,B
EBOLA,2015-03-19,L,L,1,-0.4872588711598014,-0.4872588711598014,L,L,M,N
EBOLA,2015-03-20,H,L,3,0.9012717360609157,2.703815208182747,L,L,L,B
EBOLA,2015-03-23,L,L,1,-0.1745647739670675,-0.1745647739670675,L,L,L,N
EBOLA,2015-03-24,L,L,1,-0.6139458853270718,-0.6139458853270718,L,L,L,N
EBOLA,2015-03-25,H,L,3,-1.4558928998326448,-4.367678699497935,L,L,L,S
EBOLA,2015-03-26,L,L,1,-0.23774289803740745,-0.23774289803740745,L,L,L,N
EBOLA,2015-03-27,L,L,1,0.23685042433674308,0.23685042433674308,L,L,L,N
EBOLA,2015-03-30,H,L,3,1.2236659518102488,3.6709978554307465,L,L,L,B
EBOLA,2015-03-31,H,L,3,-0.8795728200015285,-2.6387184600045854,L,L,L,B
EBOLA,2015-04-01,L,L,1,-0.3965394677666545,-0.3965394677666545,L,L,L,N
EBOLA,2015-04-02,L,L,1,0.35296573756244953,0.35296573756244953,L,L,L,N
EBOLA,2015-04-06,H,L,3,0.6608739404729613,1.982621821418884,L,L,L,B
EBOLA,2015-04-07,L,L,1,-0.20618853995443276,-0.20618853995443276,L,L,L,N
EBOLA,2015-04-08,L,L,1,0.26826178882932705,0.26826178882932705,L,L,L,N
EBOLA,2015-04-09,L,L,1,0.4457466737115112,0.4457466737115112,L,L,L,N
EBOLA,2015-04-10,L,L,1,0.5202804158417784,0.5202804158417784,L,L,L,N
EBOLA,2015-04-13,L,L,1,-0.45812203267271423,-0.45812203267271423,M,M,L,N
EBOLA,2015-04-14,L,L,1,0.16296841471401535,0.16296841471401535,L,L,L,N
EBOLA,2015-04-15,L,L,1,0.5148293762882616,0.5148293762882616,L,L,M,N
EBOLA,2015-04-16,L,L,1,-0.07784945624055295,-0.07784945624055295,L,L,M,N
EBOLA,2015-04-17,H,L,3,-1.131121763048748,-3.393365289146244,L,L,M,S
EBOLA,2015-04-20,H,L,3,0.9235145446333526,2.7705436339000578,L,L,H,B
EBOLA,2015-04-21,L,L,1,-0.14806703485050754,-0.14806703485050754,L,L,H,N
EBOLA,2015-04-22,L,L,1,0.508751770141469,0.508751770141469,L,L,H,N
EBOLA,2015-04-23,L,L,1,0.2357729748192483,0.2357729748192483,L,L,H,N
EBOLA,2015-04-24,L,L,1,0.22527958806020099,0.22527958806020099,L,L,H,N
EBOLA,2015-04-27,L,L,1,-0.41413049124281454,-0.41413049124281454,L,L,L,N
EBOLA,2015-04-28,L,L,1,0.27691899171140566,0.27691899171140566,L,L,L,N
EBOLA,2015-04-29,L,L,1,-0.3740377158637509,-0.3740377158637509,L,L,L,N
EBOLA,2015-04-30,H,L,3,-1.0128865367728945,-3.0386596103186836,L,L,M,S
EBOLA,2015-05-01,H,L,3,1.0922987662490113,3.276896298747034,L,L,M,B
EBOLA,2015-05-04,L,L,1,0.29407719051932624,0.29407719051932624,L,L,M,N
EBOLA,2015-05-05,H,L,3,-1.1837369767650707,-3.551210930295212,L,L,M,S
EBOLA,2015-05-06,L,L,1,-0.44556966871822645,-0.44556966871822645,L,L,M,N
EBOLA,2015-05-07,L,L,1,0.37737663149290945,0.37737663149290945,L,L,L,N
EBOLA,2015-05-08,H,L,3,1.345785440613012,4.037356321839036,L,L,L,B
EBOLA,2015-05-11,L,L,1,-0.5089551533481451,-0.5089551533481451,L,L,L,N
EBOLA,2015-05-12,L,L,1,-0.2949656348410934,-0.2949656348410934,L,L,M,N
EBOLA,2015-05-13,L,L,1,-0.030488966805131135,-0.030488966805131135,L,L,M,N
EBOLA,2015-05-14,H,L,3,1.0779230681254859,3.2337692043764577,L,L,M,B
EBOLA,2015-05-15,L,L,1,0.07684691905143204,0.07684691905143204,L,L,M,N
EBOLA,2015-05-18,L,L,1,0.3047961822747025,0.3047961822747025,L,L,L,N
EBOLA,2015-05-19,L,L,1,-0.06434341536727395,-0.06434341536727395,L,L,L,N
EBOLA,2015-05-20,L,L,1,-0.09305254649102368,-0.09305254649102368,L,L,L,N
EBOLA,2015-05-21,L,L,1,0.23378883740623468,0.23378883740623468,L,L,L,N
EBOLA,2015-05-22,L,L,1,-0.22338817919862475,-0.22338817919862475,L,L,L,N
EBOLA,2015-05-26,H,L,3,-1.028192995494015,-3.084578986482045,L,L,L,S
EBOLA,2015-05-27,H,L,3,0.916262712669913,2.748788138009739,L,L,L,B
EBOLA,2015-05-28,L,L,1,-0.12667884792887385,-0.12667884792887385,L,L,L,N
EBOLA,2015-05-29,L,H,2,-0.6318400218786491,-1.2636800437572981,L,L,L,N
EBOLA,2015-06-01,L,L,1,0.20594194714789182,0.20594194714789182,L,L,L,N
EBOLA,2015-06-02,L,L,1,-0.10086516742198182,-0.10086516742198182,L,L,L,N
EBOLA,2015-06-03,L,L,1,0.21188850967008843,0.21188850967008843,L,L,L,N
EBOLA,2015-06-04,H,L,3,-0.8623177094419732,-2.5869531283259195,L,L,L,B
EBOLA,2015-06-05,L,L,1,-0.14361783342240475,-0.14361783342240475,L,L,L,N
EBOLA,2015-06-08,L,L,1,-0.647448669982742,-0.647448669982742,L,L,L,N
EBOLA,2015-06-09,L,L,1,0.04184140664076352,0.04184140664076352,L,L,L,N
EBOLA,2015-06-10,H,L,3,1.2042400788404573,3.6127202365213718,L,L,L,B
EBOLA,2015-06-11,L,L,1,0.1738552156564932,0.1738552156564932,L,L,L,N
EBOLA,2015-06-12,H,L,3,-0.6994300238043261,-2.098290071412978,L,L,L,B
EBOLA,2015-06-15,L,L,1,-0.4622488789987278,-0.4622488789987278,L,L,L,N
EBOLA,2015-06-16,L,L,1,0.5689804886707783,0.5689804886707783,L,L,L,N
EBOLA,2015-06-17,L,L,1,0.19796879248576982,0.19796879248576982,L,L,L,N
EBOLA,2015-06-18,H,L,3,0.9902687056045245,2.9708061168135735,L,L,L,B
EBOLA,2015-06-19,L,H,2,-0.5303501725405946,-1.0607003450811892,L,L,L,N
EBOLA,2015-06-22,L,H,2,0.6094815615239835,1.218963123047967,L,L,L,N
EBOLA,2015-06-23,L,L,1,0.06359375368019116,0.06359375368019116,L,L,L,N
EBOLA,2015-06-24,H,L,3,-0.7353356557762925,-2.2060069673288774,L,L,L,B
EBOLA,2015-06-25,L,L,1,-0.2973565148109092,-0.2973565148109092,L,L,L,N
EBOLA,2015-06-26,L,H,2,-0.03900471386237836,-0.07800942772475672,L,L,L,N
EBOLA,2015-06-29,H,L,3,-2.0866147352592623,-6.259844205777787,L,L,L,S
EBOLA,2015-06-30,L,L,1,0.26583853346553443,0.26583853346553443,L,L,M,N
EBOLA,2015-07-01,H,L,3,0.693613040506813,2.080839121520439,L,L,M,B
EBOLA,2015-07-02,L,L,1,-0.03080744384861278,-0.03080744384861278,L,L,M,N
EBOLA,2015-07-06,L,L,1,-0.3861747512976854,-0.3861747512976854,L,L,L,N
EBOLA,2015-07-07,L,L,1,0.6080937373112327,0.6080937373112327,L,L,L,N
EBOLA,2015-07-08,H,L,3,-1.6652733335255188,-4.995820000576556,L,L,L,S
EBOLA,2015-07-09,L,L,1,0.22622002462524549,0.22622002462524549,L,L,L,N
EBOLA,2015-07-10,H,L,3,1.2338456888524973,3.701537066557492,L,L,L,B
EBOLA,2015-07-13,H,L,3,1.1066059269389639,3.3198177808168916,L,L,L,B
EBOLA,2015-07-14,L,L,1,0.4453229186511587,0.4453229186511587,L,L,L,N
EBOLA,2015-07-15,L,L,1,-0.07349628962278754,-0.07349628962278754,L,L,L,N
EBOLA,2015-07-16,H,L,3,0.8014615165606864,2.4043845496820593,L,L,L,B
EBOLA,2015-07-17,L,L,1,0.11062519712468077,0.11062519712468077,L,L,L,N
EBOLA,2015-07-20,L,L,1,0.07711695444458933,0.07711695444458933,L,L,L,N
EBOLA,2015-07-21,L,L,1,-0.42616573007311365,-0.42616573007311365,L,L,L,N
EBOLA,2015-07-22,L,L,1,-0.23876822023300992,-0.23876822023300992,L,L,L,N
EBOLA,2015-07-23,L,L,1,-0.5676040016082129,-0.5676040016082129,L,L,M,N
EBOLA,2015-07-24,H,L,3,-1.07033275456081,-3.2109982636824297,L,L,M,S
EBOLA,2015-07-27,L,L,1,-0.577501021806559,-0.577501021806559,L,L,M,N
EBOLA,2015-07-28,H,L,3,1.2386102029366963,3.715830608810089,L,L,M,B
EBOLA,2015-07-29,H,L,3,0.7318762689597635,2.1956288068792906,L,L,M,B
EBOLA,2015-07-30,L,L,1,0.002845530383144279,0.002845530383144279,L,L,M,N
EBOLA,2015-07-31,L,L,1,-0.22716171163267296,-0.22716171163267296,L,L,M,N
EBOLA,2015-08-03,L,L,1,-0.2756863639820639,-0.2756863639820639,L,L,M,N
EBOLA,2015-08-04,L,L,1,-0.22497187851517886,-0.22497187851517886,L,L,M,N
EBOLA,2015-08-05,L,L,1,0.3114669520188018,0.3114669520188018,L,L,M,N
EBOLA,2015-08-06,H,L,3,-0.7752971654983343,-2.325891496495003,L,L,M,B
EBOLA,2015-08-07,L,L,1,-0.2874887212271249,-0.2874887212271249,L,L,L,N
EBOLA,2015-08-10,H,L,3,1.2808232694927035,3.8424698084781106,L,L,L,B
EBOLA,2015-08-11,H,L,3,-0.9557167162504987,-2.867150148751496,L,L,L,B
EBOLA,2015-08-12,L,L,1,0.09500640573494312,0.09500640573494312,L,L,L,N
EBOLA,2015-08-13,L,L,1,-0.12751372210638712,-0.12751372210638712,L,L,L,N
EBOLA,2015-08-14,L,L,1,0.39118935964941315,0.39118935964941315,L,L,L,N
EBOLA,2015-08-17,L,L,1,0.5211470973541132,0.5211470973541132,L,L,L,N
EBOLA,2015-08-18,L,L,1,-0.26255208234241545,-0.26255208234241545,L,L,L,N
EBOLA,2015-08-19,H,L,3,-0.8254964424012301,-2.4764893272036903,L,L,L,B
EBOLA,2015-08-20,H,L,3,-2.1100110116800797,-6.330033035040239,L,L,L,S
EBOLA,2015-08-21,H,H,4,-3.1850982202944356,-12.740392881177742,L,L,L,S
EBOLA,2015-08-24,H,H,4,-3.941366590728046,-15.765466362912184,L,L,L,S
EBOLA,2015-08-25,H,H,4,-1.3522007595565322,-5.408803038226129,L,L,L,S
EBOLA,2015-08-26,H,L,3,3.903384539598753,11.710153618796259,L,L,L,B
EBOLA,2015-08-27,H,L,3,2.4297736162143035,7.289320848642911,L,L,L,B
EBOLA,2015-08-28,L,L,1,0.06087560246721413,0.06087560246721413,L,L,L,N
EBOLA,2015-08-31,H,L,3,-0.8391699809439435,-2.5175099428318304,L,L,L,B
EBOLA,2015-09-01,H,L,3,-2.9576407832956453,-8.872922349886936,L,L,L,S
EBOLA,2015-09-02,H,L,3,1.8292969668469272,5.487890900540782,L,L,L,B
EBOLA,2015-09-03,L,L,1,0.11647835144650287,0.11647835144650287,L,L,L,N
EBOLA,2015-09-04,H,L,3,-1.5329578244401953,-4.598873473320586,L,L,L,S
EBOLA,2015-09-08,H,L,3,2.5083020164270664,7.524906049281199,L,L,L,B
EBOLA,2015-09-09,H,L,3,-1.3897563229596788,-4.169268968879036,L,L,L,S
EBOLA,2015-09-10,L,L,1,0.5277955139955992,0.5277955139955992,L,L,L,N
EBOLA,2015-09-11,L,L,1,0.44870382986135215,0.44870382986135215,L,L,L,N
EBOLA,2015-09-14,L,L,1,-0.40896458529868784,-0.40896458529868784,L,L,L,N
EBOLA,2015-09-15,H,L,3,1.2831344116577714,3.8494032349733143,L,L,L,B
EBOLA,2015-09-16,H,L,3,0.8705367298757816,2.6116101896273447,L,L,L,B
EBOLA,2015-09-17,L,L,1,-0.25610055580335134,-0.25610055580335134,L,L,L,N
EBOLA,2015-09-18,H,L,3,-1.6164204602552523,-4.849261380765757,L,L,L,S
EBOLA,2015-09-21,L,L,1,0.4565813598361723,0.4565813598361723,L,L,L,N
EBOLA,2015-09-22,H,L,3,-1.231843902042229,-3.695531706126687,L,L,L,S
EBOLA,2015-09-23,L,L,1,-0.20486529334856618,-0.20486529334856618,L,L,L,N
EBOLA,2015-09-24,L,L,1,-0.33629742722152134,-0.33629742722152134,L,L,L,N
EBOLA,2015-09-25,L,L,1,-0.04657806483666649,-0.04657806483666649,L,L,L,N
EBOLA,2015-09-28,H,L,3,-2.566611782492978,-7.699835347478934,L,L,M,S
EBOLA,2015-09-29,L,L,1,0.12328818080848958,0.12328818080848958,L,L,M,N
EBOLA,2015-09-30,H,L,3,1.90755218699743,5.72265656099229,L,L,M,B
EBOLA,2015-10-01,L,L,1,0.19739274907162319,0.19739274907162319,L,L,M,N
EBOLA,2015-10-02,H,L,3,1.4315268580220586,4.294580574066176,L,L,M,B
EBOLA,2015-10-05,H,L,3,1.8289808133814311,5.486942440144293,L,L,M,B
EBOLA,2015-10-06,L,L,1,-0.3588233813945241,-0.3588233813945241,L,L,M,N
EBOLA,2015-10-07,H,L,3,0.8035678209220576,2.4107034627661728,L,L,M,B
EBOLA,2015-10-08,H,L,3,0.8818386335509576,2.645515900652873,L,L,M,B
EBOLA,2015-10-09,L,L,1,0.07251307470337309,0.07251307470337309,L,L,M,N
EBOLA,2015-10-12,L,L,1,0.12755038736604885,0.12755038736604885,L,L,M,N
EBOLA,2015-10-13,H,L,3,-0.6825414134604912,-2.0476242403814737,L,L,M,B
EBOLA,2015-10-14,L,L,1,-0.4716298429397803,-0.4716298429397803,L,L,M,N
EBOLA,2015-10-15,H,L,3,1.485277599486512,4.455832798459536,L,L,M,B
EBOLA,2015-10-16,L,L,1,0.4570474242289402,0.4570474242289402,L,L,M,N
EBOLA,2015-10-19,L,L,1,0.027052151629769483,0.027052151629769483,L,L,M,N
EBOLA,2015-10-20,L,L,1,-0.1421083170244808,-0.1421083170244808,L,L,M,N
EBOLA,2015-10-21,L,L,1,-0.5825376581296671,-0.5825376581296671,L,L,M,N
EBOLA,2015-10-22,H,L,3,1.6627537222502875,4.9882611667508625,L,L,M,B
EBOLA,2015-10-23,H,L,3,1.1030396928638497,3.309119078591549,L,L,M,B
EBOLA,2015-10-26,L,L,1,-0.19131147145990957,-0.19131147145990957,L,L,M,N
EBOLA,2015-10-27,L,L,1,-0.25540995953997614,-0.25540995953997614,L,L,M,N
EBOLA,2015-10-28,H,L,3,1.1839933394323987,3.551980018297196,L,L,M,B
EBOLA,2015-10-29,L,L,1,-0.044968545937285054,-0.044968545937285054,L,L,M,N
EBOLA,2015-10-30,L,L,1,-0.48099702786910115,-0.48099702786910115,L,L,M,N
EBOLA,2015-11-02,H,L,3,1.1873845798707316,3.562153739612195,L,L,M,B
EBOLA,2015-11-03,L,L,1,0.2728072051519481,0.2728072051519481,L,L,M,N
EBOLA,2015-11-04,L,L,1,-0.35453765540646165,-0.35453765540646165,L,L,M,N
EBOLA,2015-11-05,L,L,1,-0.11320880364932284,-0.11320880364932284,L,L,M,N
EBOLA,2015-11-06,L,L,1,-0.034763063530685034,-0.034763063530685034,L,L,L,N
EBOLA,2015-11-09,H,L,3,-0.982278963414629,-2.946836890243887,L,L,L,B
EBOLA,2015-11-10,L,L,1,0.15106466914911465,0.15106466914911465,L,L,L,N
EBOLA,2015-11-11,L,L,1,-0.32280998405164185,-0.32280998405164185,L,L,L,N
EBOLA,2015-11-12,H,L,3,-1.399036144578314,-4.197108433734941,L,L,L,S
EBOLA,2015-11-13,H,L,3,-1.1207397957936904,-3.3622193873810713,L,L,L,S
EBOLA,2015-11-16,H,L,3,1.4903313824738973,4.470994147421692,L,L,L,B
EBOLA,2015-11-17,L,L,1,-0.13393792099123392,-0.13393792099123392,L,L,L,N
EBOLA,2015-11-18,H,L,3,1.6162384658902518,4.848715397670755,L,L,L,B
EBOLA,2015-11-19,L,L,1,-0.11230670288638889,-0.11230670288638889,L,L,L,N
EBOLA,2015-11-20,L,L,1,0.38102285176147,0.38102285176147,L,L,L,N
EBOLA,2015-11-23,L,L,1,-0.12349401915593416,-0.12349401915593416,L,L,L,N
EBOLA,2015-11-24,L,L,1,0.12220896294909966,0.12220896294909966,L,L,L,N
EBOLA,2015-11-25,L,L,1,-0.01292397828771552,-0.01292397828771552,L,L,L,N
EBOLA,2015-11-27,L,L,1,0.05936223891387371,0.05936223891387371,L,L,L,N
EBOLA,2015-11-30,L,H,2,-0.4640904067250151,-0.9281808134500302,L,L,L,N
EBOLA,2015-12-01,H,L,3,1.0680586999678,3.2041760999033997,L,L,L,B
EBOLA,2015-12-02,H,L,3,-1.0995752937987158,-3.2987258813961473,L,L,L,S
EBOLA,2015-12-03,H,L,3,-1.4373578391063457,-4.312073517319037,L,L,L,S
EBOLA,2015-12-04,H,L,3,2.0525755993794137,6.157726798138241,L,L,L,B
EBOLA,2015-12-07,H,L,3,-0.698956346303703,-2.096869038911109,L,L,L,B
EBOLA,2015-12-08,L,L,1,-0.6489911269239812,-0.6489911269239812,L,L,L,N
EBOLA,2015-12-09,H,L,3,-0.7738940390290883,-2.321682117087265,L,L,L,B
EBOLA,2015-12-10,L,L,1,0.225139430167709,0.225139430167709,L,L,L,N
EBOLA,2015-12-11,H,L,3,-1.9422774250449582,-5.8268322751348745,L,L,L,S
EBOLA,2015-12-14,L,L,1,0.475558669628362,0.475558669628362,L,L,L,N
EBOLA,2015-12-15,H,L,3,1.0618514891638675,3.1855544674916025,L,L,L,B
EBOLA,2015-12-16,H,L,3,1.4514952946300674,4.354485883890202,L,L,L,B
EBOLA,2015-12-17,H,L,3,-1.5040495497016582,-4.512148649104974,L,L,L,S
EBOLA,2015-12-18,H,L,3,-1.7797236873680844,-5.339171062104253,L,L,L,S
EBOLA,2015-12-21,H,L,3,0.7778414898656383,2.333524469596915,L,L,L,B
EBOLA,2015-12-22,H,L,3,0.8816762734086936,2.6450288202260808,L,L,L,B
EBOLA,2015-12-23,H,L,3,1.2418034595898853,3.7254103787696558,L,L,M,B
EBOLA,2015-12-24,L,L,1,-0.15986125980361754,-0.15986125980361754,L,L,M,N
EBOLA,2015-12-28,L,L,1,-0.21785646703768036,-0.21785646703768036,L,L,M,N
EBOLA,2015-12-29,H,L,3,1.0629710673474513,3.188913202042354,L,L,M,B
EBOLA,2015-12-30,H,L,3,-0.7217228968994793,-2.165168690698438,L,L,L,N
EBOLA,2015-12-31,H,L,3,-0.9411833126550917,-2.823549937965275,L,L,L,N
EBOLA,2016-01-04,H,H,4,-1.530377604039257,-6.121510416157028,L,L,L,N
EBOLA,2016-01-05,L,L,1,0.2012262379140095,0.2012262379140095,L,L,L,N
